Format Version,1.24,Take Name,Take 2025-10-06 09.57.28 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-10-06 09.57.29.035 AM,Capture Start Frame,102263,Total Frames in Take,1340,Total Exported Frames,1340,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
200,1.666667,960.821289,-73.381546,5791.492188,-695.043274,1706.880249,-4387.534668,-1200.909912,1044.354614,-5124.429688,,,,-2157.782715,1005.583618,-5206.281738,-691.239685,1656.039185,-4388.687988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1.675000,960.764099,-73.418869,5791.358887,-706.485962,1712.036865,-4344.743164,-1201.360718,1047.295166,-5113.632324,,,,-2163.747559,1051.823486,-5160.318848,-699.433594,1661.718628,-4343.708008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1.683333,960.790955,-73.366959,5791.492188,-718.802429,1716.109619,-4302.733887,-1201.867676,1051.472778,-5101.782715,,,,-2168.750000,1100.112427,-5102.185059,-704.848633,1668.440063,-4298.924316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1.691667,960.798340,-73.354843,5791.507812,-732.730835,1720.197876,-4260.429688,-1201.622070,1055.748169,-5089.093262,,,,-2172.088867,1144.418213,-5031.972168,-710.003601,1674.258545,-4255.503418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1.700000,960.584717,-73.631378,5791.225098,-747.225769,1723.164185,-4218.750977,-1200.140625,1059.820923,-5074.942383,,,,-2172.224609,1184.079834,-4953.328613,-719.362732,1679.232422,-4210.537109,,,,-1201.058472,1023.840332,-5090.394043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1.708333,960.590637,-73.623100,5791.022949,-762.912537,1725.036987,-4177.395020,-1198.215820,1064.226807,-5060.009277,,,,-2171.718750,1217.240601,-4869.046387,-729.224365,1684.425171,-4166.780762,,,,-1199.580811,1028.426514,-5076.324219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1.716667,960.554504,-73.619453,5790.957520,-778.062256,1724.946411,-4136.730957,-1196.067139,1068.267212,-5044.278809,,,,-2170.330566,1250.209473,-4785.898926,-739.525696,1690.326538,-4124.098145,,,,-1198.544922,1034.110352,-5060.899414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1.725000,960.795959,-73.358528,5791.508789,-792.743958,1723.340698,-4096.470703,-1194.001099,1075.868286,-5026.540527,,,,-2167.064697,1280.797485,-4702.720215,-750.343811,1696.148071,-4082.064697,,,,-1196.577148,1040.095947,-5044.148438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1.733333,960.788452,-73.350479,5791.514648,-808.994812,1721.310303,-4055.467529,-1192.010254,1082.810303,-5007.805664,,,,-2161.200928,1304.373535,-4618.967773,-762.287292,1700.600342,-4041.214844,,,,-1195.096313,1047.412231,-5025.845215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1.741667,960.706543,-73.415627,5791.323730,-824.518005,1718.391235,-4015.027100,-1189.889282,1090.809692,-4987.294922,,,,-2153.407227,1322.418579,-4535.489746,-775.552673,1704.486938,-3999.170654,,,,-1193.031616,1055.684326,-5006.299805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1.750000,960.549377,-73.632233,5791.115234,-840.104919,1715.173340,-3974.769531,-1187.233643,1099.936157,-4964.419434,,,,-2143.777100,1336.583496,-4452.793945,-788.938354,1707.398071,-3958.616943,,,,-1190.811646,1065.275635,-4983.343750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,1.758333,960.531311,-73.647896,5791.004395,-855.411743,1710.445312,-3934.871094,-1184.536133,1111.349365,-4938.352051,,,,-2133.341553,1346.560181,-4371.185547,-803.190857,1709.358154,-3918.012207,,,,-1188.828613,1076.705688,-4957.539062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1.766667,960.516724,-73.656517,5790.994141,-870.446350,1705.480835,-3898.084229,-1181.436523,1125.280762,-4907.501465,,,,-2121.358154,1351.893799,-4289.851074,-817.940002,1710.713989,-3878.372070,,,,-1186.558594,1090.717651,-4927.766113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1.775000,960.774780,-73.378799,5791.493652,-887.961548,1701.304443,-3857.084229,-1178.188110,1142.889771,-4871.507324,,,,-2108.458496,1353.226318,-4209.210938,-834.087830,1709.947021,-3838.460449,,,,-1182.682983,1110.247314,-4892.937988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1.783333,960.785828,-73.385475,5791.517578,-901.357056,1692.777466,-3816.203125,-1174.099609,1162.833740,-4829.720703,,,,-2095.742920,1352.333008,-4129.638184,-849.972778,1709.731812,-3799.601074,,,,-1179.467407,1131.295410,-4851.974609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1.791667,960.778442,-73.391823,5791.493652,-913.938477,1683.158203,-3774.932373,-1168.157593,1184.461670,-4781.594238,,,,-2083.334473,1348.267090,-4050.339111,-867.842957,1708.485962,-3760.342285,,,,-1174.412720,1154.008667,-4806.731445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1.800000,960.573853,-73.630745,5791.196777,-925.630249,1672.706421,-3735.405762,-1161.296875,1206.216187,-4728.761230,,,,-2070.174072,1342.294434,-3970.903320,-884.613403,1705.154053,-3721.675781,,,,-1168.574341,1176.239380,-4755.163574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1.808333,960.790161,-73.389641,5791.501953,-936.924805,1660.288574,-3696.217041,-1153.687866,1225.928345,-4671.239746,,,,-2057.959961,1335.407715,-3892.410645,-901.255066,1700.151001,-3682.486816,,,,-1158.939575,1195.817993,-4702.056152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1.816667,960.794189,-73.390144,5791.507812,-947.308838,1646.199707,-3655.710449,-1147.321045,1243.537231,-4610.093750,,,,-2046.483032,1328.161865,-3815.046143,-917.876892,1693.828125,-3643.761719,,,,-1146.821167,1211.135254,-4646.686523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1.825000,960.788757,-73.399757,5791.500488,-957.081665,1632.244263,-3613.507080,-1141.963867,1260.088135,-4545.564453,,,,-2034.631226,1319.465576,-3737.139404,-934.272766,1686.457642,-3605.027100,,,,,,,-932.338440,1670.753296,-3582.165283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1.833333,960.594177,-73.630783,5791.211426,-965.438110,1620.804565,-3575.105225,-1138.187622,1275.532349,-4480.885254,,,,-2022.751343,1310.281250,-3659.760010,-951.059021,1677.562378,-3566.358398,,,,,,,-938.615784,1671.983276,-3561.895508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1.841667,960.797974,-73.368118,5791.498535,-972.744507,1610.292969,-3540.708252,-1135.029663,1292.133423,-4416.120117,,,,-2010.587402,1300.814575,-3583.000488,-969.208984,1666.903198,-3528.703857,,,,,,,-944.039673,1673.821411,-3545.069580,-957.585022,1659.313354,-3513.924805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1.850000,960.797363,-73.344864,5791.511230,,,,-1131.061768,1306.971558,-4352.075195,,,,-1999.139771,1291.177002,-3506.346191,-984.083130,1653.218384,-3491.322754,,,,,,,-948.912537,1675.473022,-3529.953125,-956.956055,1662.267700,-3510.720703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1.858333,960.722046,-73.402306,5791.337402,,,,-1126.726440,1322.635010,-4288.131836,,,,-1988.096924,1281.246582,-3430.503174,-993.057068,1635.854858,-3452.886230,,,,,,,-953.290588,1676.956665,-3516.371582,-956.208557,1664.966553,-3507.747314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1.866667,960.798462,-73.352989,5791.484375,,,,-1122.042358,1336.627686,-4225.078613,,,,-1977.370239,1271.271851,-3355.172607,-1000.990295,1619.213867,-3414.517822,,,,,,,,,,-954.494934,1666.344116,-3505.079102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1.875000,960.798767,-73.343246,5791.507812,,,,-1118.661743,1352.108643,-4161.774414,,,,-1966.353027,1260.689087,-3279.718750,-1013.935425,1605.315674,-3374.178467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1.883333,960.796509,-73.353928,5791.497559,,,,-1115.058594,1364.701294,-4099.404297,,,,-1956.328491,1249.360107,-3203.182617,-1023.712891,1589.083740,-3328.605225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1.891667,960.710999,-73.427017,5791.311523,,,,-1111.486816,1379.457031,-4036.648682,,,,-1946.147461,1237.963257,-3128.604248,-1032.854248,1573.235107,-3287.939453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1.900000,960.781311,-73.357132,5791.491211,,,,-1108.422729,1392.156982,-3974.938477,,,,-1936.586426,1226.690796,-3054.016602,-1040.479370,1554.704102,-3251.046143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,1.908333,960.805420,-73.364151,5791.490234,,,,-1106.226074,1405.754150,-3912.673096,,,,-1927.278198,1214.487915,-2979.633301,-1045.380371,1535.404419,-3215.102295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1.916667,960.786926,-73.366699,5791.492676,,,,-1103.119629,1418.226807,-3851.036865,,,,-1918.308960,1201.942017,-2906.050049,-1047.672974,1516.572388,-3178.454102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,1.925000,960.740356,-73.428040,5791.316406,,,,-1098.694092,1427.897461,-3788.849609,,,,-1910.140625,1189.401245,-2832.380371,-1048.624146,1498.341797,-3141.810547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1.933333,960.817322,-73.345169,5791.460938,,,,-1095.508545,1438.760620,-3727.762207,,,,-1903.128418,1177.475220,-2760.125244,-1048.571045,1482.857178,-3105.331787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1.941667,960.810791,-73.355110,5791.494141,,,,-1093.655029,1449.064331,-3666.393066,,,,-1896.243774,1164.648926,-2686.241455,-1047.845947,1468.322632,-3069.075195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1.950000,960.801514,-73.339439,5791.485352,,,,-1091.778076,1459.817261,-3606.115234,,,,-1890.410278,1152.424561,-2613.981689,-1045.935913,1454.240479,-3033.109863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1.958333,960.793213,-73.358047,5791.495605,,,,-1089.029663,1468.664795,-3545.321045,,,,-1885.873657,1140.058350,-2542.271240,-1044.757080,1441.506714,-2998.930664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,1.966667,960.787292,-73.359192,5791.489258,,,,-1086.525024,1476.154541,-3484.215332,,,,-1882.851929,1128.664429,-2470.322754,-1035.083374,1433.070679,-2967.784180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1.975000,960.812439,-73.345940,5791.499023,,,,-1084.851074,1485.412598,-3423.903564,,,,-1881.023193,1116.727417,-2399.178467,-1028.110840,1430.104980,-2934.933350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1.983333,960.804016,-73.339409,5791.493652,,,,-1082.942993,1493.085693,-3364.370117,,,,-1880.921753,1105.004395,-2328.699219,-1031.096436,1422.337524,-2898.036621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1.991667,960.811584,-73.344864,5791.496094,,,,-1081.091064,1499.712769,-3304.269531,,,,-1882.019531,1092.445679,-2258.816895,-1034.481323,1413.954712,-2862.361328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2.000000,960.804138,-73.339066,5791.482422,,,,-1080.037231,1506.406982,-3244.803223,,,,-1885.368408,1079.434570,-2189.703125,-1040.714966,1404.463013,-2824.477783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2.008333,960.780090,-73.365784,5791.496582,,,,-1079.014526,1510.045654,-3184.935303,,,,-1890.984009,1067.889038,-2121.265137,-1046.874756,1395.554810,-2787.715576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2.016667,960.797729,-73.371567,5791.492188,,,,-1078.684570,1515.674438,-3125.365479,,,,-1897.751221,1055.069336,-2053.657471,-1054.134644,1385.666748,-2751.554199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,2.025000,960.816589,-73.336426,5791.494141,,,,-1078.179199,1519.879028,-3066.729004,,,,-1907.358765,1041.710449,-1987.907715,-1061.961914,1374.189819,-2716.054443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2.033333,960.801392,-73.350937,5791.493652,,,,-1076.965698,1522.269409,-3006.186523,,,,-1917.872192,1026.534546,-1921.841309,-1070.406616,1362.143433,-2680.016602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,2.041667,960.810547,-73.345169,5791.497070,,,,-1076.269653,1524.844849,-2946.765137,,,,-1929.661255,1010.527466,-1857.283813,-1080.580566,1350.333008,-2644.061523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2.050000,960.805176,-73.374634,5791.487305,,,,-1075.510742,1526.284058,-2888.104980,,,,-1943.297852,993.114197,-1794.347046,-1096.663940,1335.496826,-2611.111572,,,,,,,,,,,,,-1087.307373,1318.261230,-2602.033691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2.058333,960.807739,-73.357231,5791.504395,,,,-1074.852905,1528.897461,-2830.029785,,,,-1959.185669,972.449463,-1726.330688,-1108.753174,1318.511108,-2577.486572,,,,,,,,,,,,,-1093.793213,1305.979004,-2576.777832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,2.066667,960.791260,-73.362503,5791.493164,,,,-1073.817871,1529.212891,-2770.903320,,,,-1974.383789,952.483276,-1662.268555,-1116.589722,1296.494263,-2543.528809,,,,,,,,,,,,,-1105.854004,1284.273804,-2536.477539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2.075000,960.796753,-73.361382,5791.485352,,,,-1073.105713,1529.073242,-2713.413330,,,,-1990.323853,932.001526,-1603.345947,-1127.169800,1275.240845,-2512.357666,,,,,,,,,,,,,-1115.642090,1263.924438,-2502.753418,-1126.319824,1226.295654,-2533.856689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2.083333,960.794983,-73.367210,5791.498535,,,,-1073.086426,1529.238037,-2655.153564,,,,-2006.006470,907.395691,-1543.211670,-1137.108521,1252.966675,-2483.047363,,,,,,,,,,,,,-1124.453369,1244.263062,-2472.031494,-1121.712280,1224.544678,-2536.216797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2.091667,960.787292,-73.352997,5791.493652,,,,-1072.472656,1528.921753,-2597.006836,,,,-2021.791748,881.335693,-1484.969360,-1146.886475,1229.945312,-2457.705322,,,,,,,,,,,,,-1132.497803,1221.152710,-2439.713867,-1117.572510,1222.971558,-2538.336914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2.100000,960.805115,-73.359337,5791.493164,,,,-1071.710693,1528.509033,-2539.648926,,,,-2037.255737,854.088196,-1428.369751,-1156.165771,1206.851929,-2435.800049,,,,,,,,,,,,,-1140.940796,1196.442139,-2408.167480,-1113.853271,1221.558350,-2540.242188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2.108333,960.804077,-73.350250,5791.491211,,,,-1071.125854,1527.262695,-2483.133057,,,,-2052.237549,825.449280,-1375.984863,,,,,,,,,,,,,,,,-1145.471558,1171.430786,-2378.157959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2.116667,960.724487,-73.418854,5791.308594,,,,-1070.596436,1524.667114,-2426.948975,,,,-2066.044922,794.544373,-1319.533936,,,,,,,,,,,,,,,,-1149.693848,1143.710693,-2348.228271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,2.125000,960.785095,-73.363876,5791.489258,,,,-1071.915161,1522.994263,-2369.942383,,,,-2078.837646,763.296082,-1265.203979,,,,,,,,,,,,,,,,-1152.421753,1115.569458,-2318.850342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,2.133333,960.782776,-73.352890,5791.481445,,,,-1072.494141,1522.737793,-2312.656738,,,,-2090.701660,733.342285,-1219.923218,,,,,,,,,,,,,,,,-1152.456177,1087.081421,-2288.581787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,2.141667,960.799622,-73.361282,5791.503418,,,,-1071.612061,1518.912109,-2252.227051,,,,-2100.962158,699.233887,-1164.733521,,,,,,,,,,,,,,,,-1152.302734,1057.894043,-2259.995117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2.150000,960.791626,-73.374077,5791.498047,,,,-1071.074463,1514.203003,-2196.323242,,,,-2109.918945,665.020142,-1113.877930,,,,,,,,,,,,,,,,-1150.541504,1030.848389,-2231.119141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,2.158333,960.798218,-73.353638,5791.491699,,,,-1070.978638,1509.820801,-2140.741211,,,,-2116.544922,629.287842,-1061.200439,,,,,,,,,,,,,,,,-1147.546997,1003.713989,-2202.478516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,2.166667,960.785522,-73.352722,5791.514160,,,,-1071.520508,1505.377441,-2084.604004,,,,-2121.427734,593.349792,-1009.035706,,,,,,,,,,,,,,,,-1143.430054,976.581116,-2173.249756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,2.175000,960.779236,-73.363022,5791.493652,,,,-1072.006348,1500.521362,-2028.102417,,,,-2124.868896,558.052124,-958.669373,,,,,,,,,,,,,,,,-1138.661743,950.407166,-2144.225342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2.183333,960.705261,-73.417450,5791.298340,,,,-1072.468872,1495.319946,-1971.650879,,,,-2126.998047,521.492859,-906.422485,,,,,,,,,,,,,,,,-1132.815430,924.613098,-2114.049316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,2.191667,960.787964,-73.363335,5791.507812,,,,-1072.540894,1489.446655,-1915.784790,,,,-2126.284424,486.228333,-857.154175,,,,,,,,,,,,,,,,-1128.447021,901.045898,-2086.224121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,2.200000,960.752502,-73.404068,5791.352051,,,,-1073.118408,1483.532715,-1859.617310,,,,-2124.458740,450.400146,-804.697021,,,,,,,,,,,,,,,,-1122.877075,877.481384,-2056.453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,2.208333,960.804810,-73.372849,5791.479004,,,,-1073.435669,1476.994507,-1803.931152,,,,-2120.339600,417.057922,-754.915710,,,,,,,,,,,,,,,,-1117.875854,854.126343,-2026.045044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,2.216667,960.796143,-73.386108,5791.494141,,,,-1074.027344,1469.896973,-1747.983398,,,,-2115.655273,382.770447,-700.634583,,,,,,,,,,,,,,,,-1113.532104,831.356506,-1994.277466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,2.225000,960.784485,-73.380486,5791.488770,,,,-1074.597168,1462.398682,-1692.356201,,,,-2109.959961,350.942291,-650.404114,,,,,,,,,,,,,,,,-1109.520874,808.172974,-1960.672485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,2.233333,960.790955,-73.386581,5791.489746,,,,-1075.361938,1454.262207,-1638.577026,,,,-2103.649658,321.306580,-600.103394,,,,,,,,,,,,,,,,-1106.189575,785.748901,-1927.981567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,2.241667,960.797119,-73.365356,5791.476074,,,,-1076.897217,1446.221313,-1582.722900,,,,-2097.130615,294.116547,-551.116333,,,,,,,,,,,,,,,,-1104.015625,763.522705,-1894.940674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2.250000,960.810974,-73.346283,5791.477051,,,,-1077.578369,1436.346802,-1526.796875,,,,-2090.388916,264.167389,-492.090210,,,,,,,,,,,,,,,,-1103.368896,740.341614,-1861.161865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,2.258333,960.818604,-73.351425,5791.471680,,,,-1078.593750,1426.958618,-1472.065918,,,,-2084.406738,238.921539,-440.687592,,,,,,,,,,,,,,,,-1103.828491,717.288696,-1828.444458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,2.266667,960.794983,-73.366333,5791.471680,,,,-1079.388428,1417.264771,-1417.303223,,,,-2080.299805,217.118500,-395.795502,,,,,,,,,,,,,,,,-1105.177246,693.529114,-1797.023682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,2.275000,960.792969,-73.367226,5791.484863,,,,-1080.306396,1406.791016,-1362.296021,,,,-2074.095459,189.794571,-334.072418,,,,,,,,,,,,,,,,-1107.729858,667.408997,-1765.192017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,2.283333,960.792297,-73.370010,5791.493164,,,,-1081.358276,1395.096436,-1307.843994,,,,-2068.455078,163.043655,-274.069427,,,,,,,,,,,,,,,,-1106.100708,639.510437,-1737.412354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2.291667,960.814697,-73.369492,5791.477539,,,,-1082.646118,1383.864746,-1253.313843,,,,-2065.314941,137.170807,-220.139526,,,,,,,,,,,,,,,,-1109.031982,612.220276,-1706.594482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,2.300000,960.810730,-73.378868,5791.498047,,,,-1084.470825,1371.959839,-1199.667969,,,,-2064.162354,113.627594,-171.941116,,,,,,,,,,,,,,,,-1114.392578,583.403625,-1675.731323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2.308333,960.806946,-73.379478,5791.497559,,,,-1085.672363,1358.945801,-1145.081665,,,,-2063.285156,93.194855,-122.640999,,,,,,,,,,,,,,,,-1120.053101,553.100708,-1645.536133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,2.316667,960.803467,-73.374245,5791.488770,,,,-1087.483887,1346.344482,-1091.353516,,,,-2064.825684,73.505096,-71.689880,,,,,,,,,,,,,,,,-1125.167847,521.885376,-1616.838013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,2.325000,960.726868,-73.414894,5791.316406,,,,-1089.022705,1333.135864,-1037.335449,,,,-2067.851074,52.042046,-19.264736,,,,,,,,,,,,,,,,-1134.076538,489.638611,-1587.371460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2.333333,960.573669,-73.608200,5791.133789,,,,-1090.708252,1319.656372,-983.603210,,,,-2072.374512,29.994623,32.331280,,,,,,,,,,,,,,,,-1143.172241,458.829163,-1559.925659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
