Format Version,1.24,Take Name,Take 2025-10-06 09.51.07 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-10-06 09.51.07.586 AM,Capture Start Frame,56487,Total Frames in Take,492,Total Exported Frames,492,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.050000,960.703430,-73.480316,5791.365234,-2244.115723,1022.500061,-5451.280762,-465.452026,1058.278564,-5265.268555,-2243.500488,1015.588623,-5452.860840,,,,,,,,,,,,
7,0.058333,960.751709,-73.436806,5791.503418,-2240.842529,1021.536560,-5448.776367,-465.495636,1058.699341,-5265.090332,-2240.574707,1015.250183,-5450.369629,,,,,,,,,,,,
8,0.066667,960.504517,-73.664520,5791.491211,-2238.292725,1021.668457,-5445.700195,-465.466156,1059.037354,-5265.034180,-2237.237305,1014.428833,-5447.124023,,,,,,,,,,,,
9,0.075000,960.770203,-73.399567,5791.491699,-2235.100098,1021.627563,-5442.228027,-465.464813,1059.326294,-5264.947754,-2234.058594,1014.650085,-5443.889160,,,,,,,,,,,,
10,0.083333,960.702454,-73.432663,5791.351562,-2231.552979,1021.427979,-5438.292969,-465.405121,1059.693970,-5264.902832,-2231.070068,1015.049438,-5439.953125,,,,,,,,,,,,
11,0.091667,960.757874,-73.421364,5791.485352,-2228.049805,1022.429688,-5434.443848,-465.386993,1060.098389,-5264.875977,-2227.893311,1015.771973,-5435.368164,,,,,,,,,,,,
12,0.100000,960.728760,-73.470207,5791.351562,-2224.950195,1022.886902,-5429.865234,-465.399323,1060.688110,-5264.878906,-2224.117920,1016.160950,-5430.152344,,,,,,,,,,,,
13,0.108333,960.573242,-73.666718,5791.171875,-2220.270020,1021.238831,-5424.640625,-466.291718,1061.641235,-5264.495117,,,,,,,,,,,,,,,
14,0.116667,960.773315,-73.417908,5791.504883,-2216.369629,1019.957642,-5416.194824,-466.250214,1062.184448,-5264.479492,,,,,,,,,,,,,,,
15,0.125000,960.718750,-73.444916,5791.368164,-2212.310791,1022.276611,-5408.636230,-466.126953,1062.597412,-5264.422363,,,,,,,,,,,,,,,
16,0.133333,960.054504,-74.143814,5791.372070,-2208.307861,1024.789551,-5400.207031,-466.064484,1063.025391,-5264.358887,,,,,,,,,,,,,,,
17,0.141667,960.785034,-73.392967,5791.525391,-2203.832031,1027.817017,-5389.857910,-465.782227,1063.427246,-5264.427246,,,,,,,,,,,,,,,
18,0.150000,960.775940,-73.384003,5791.528809,-2199.955078,1032.724976,-5378.724609,-465.654358,1064.054810,-5264.513184,,,,,,,,,,,,,,,
19,0.158333,960.786987,-73.412933,5791.506836,-2196.054932,1038.457886,-5365.393555,-466.474457,1065.401855,-5264.018555,,,,,,,,,,,,,,,
20,0.166667,960.719238,-73.467094,5791.334961,-2191.824707,1044.526733,-5350.398438,-466.241058,1066.029907,-5264.024902,,,,,,,,,,,,,,,
21,0.175000,960.563416,-73.669113,5791.139160,-2187.213135,1051.697632,-5332.385742,-465.381714,1066.219971,-5264.384766,,,,,,,,,,,,,,,
22,0.183333,960.527649,-73.685303,5791.028320,-2182.687500,1059.875244,-5310.645508,-465.128998,1066.754639,-5264.418945,,,,,,,,,,,,,,,
23,0.191667,960.539307,-73.655540,5791.005371,-2177.969482,1069.980591,-5284.483398,-464.899200,1067.512451,-5264.629883,,,,,,,,,,,,,,,
24,0.200000,960.785400,-73.404282,5791.494141,-2173.438721,1082.570068,-5252.448242,-464.548553,1068.196655,-5264.691406,,,,,,,,,,,,,,,
25,0.208333,960.796021,-73.377167,5791.501953,-2171.771729,1100.868774,-5212.216309,-464.344238,1068.736938,-5264.870117,,,,,,,,,,,,,,,
26,0.216667,960.702881,-73.456367,5791.331055,-2163.686523,1116.545532,-5166.104980,-464.485504,1069.678955,-5265.160156,,,,,,,,,,,,,,,
27,0.225000,960.554871,-73.658592,5791.136230,-2151.351807,1129.022583,-5114.421387,-465.014923,1070.650635,-5265.040039,,,,,,,,,,,,,,,
28,0.233333,960.550049,-73.665382,5791.031250,-2139.279297,1142.576172,-5054.334961,-464.693359,1071.307983,-5265.223145,,,,,,,,,,,,,,,
29,0.241667,960.538757,-73.668800,5791.014160,-2128.493652,1154.888184,-4993.680664,-464.038635,1071.446289,-5265.945801,,,,,,,,,,,,,,,
30,0.250000,960.774048,-73.417290,5791.484863,-2117.539307,1166.571411,-4934.322754,-463.980286,1072.135620,-5266.630371,,,,,,,,,,,,,,,
31,0.258333,960.776001,-73.400696,5791.515625,-2106.147217,1177.623413,-4875.244629,-463.995270,1072.710938,-5267.120117,,,,,,,,,,,,,,,
32,0.266667,960.707336,-73.455498,5791.339355,-2094.504395,1188.251953,-4816.962402,-465.153992,1074.059570,-5267.350586,,,,,,,,,,,,,,,
33,0.275000,960.551025,-73.665024,5791.155273,-2083.373779,1197.346069,-4758.883789,-465.339783,1074.913086,-5267.939941,,,,,,,,,,,,,,,
34,0.283333,960.748413,-73.424538,5791.511719,-2073.378662,1206.618530,-4700.446777,-465.577484,1075.668945,-5268.578125,,,,,,,,,,,,,,,
35,0.291667,960.763306,-73.396263,5791.514648,-2063.715332,1215.467896,-4642.815430,-465.700439,1076.534790,-5269.694336,,,,,,,,,,,,,,,
36,0.300000,960.696045,-73.468002,5791.317871,-2053.234863,1223.802002,-4585.215332,-466.455170,1077.695679,-5270.229492,,,,,,,,,,,,,,,
37,0.308333,960.750671,-73.424446,5791.505371,-2042.478027,1231.828247,-4527.869629,-466.747314,1078.633057,-5270.884277,,,,,,,,,,,,,,,
38,0.316667,960.708618,-73.461990,5791.363281,-2032.347656,1240.365967,-4471.243164,-467.441376,1079.755371,-5271.685059,,,,,,,,,,,,,,,
39,0.325000,960.559631,-73.683121,5791.152832,-2022.557739,1248.825684,-4415.245117,-468.059021,1080.946899,-5272.764648,,,,,,,,,,,,,,,
40,0.333333,960.763062,-73.424744,5791.487305,-2012.446655,1256.592896,-4358.732910,-468.356049,1081.895142,-5273.755859,,,,,,,,,,,,,,,
41,0.341667,960.744690,-73.420616,5791.392090,-2002.196533,1264.131348,-4302.893555,-469.824127,1083.812012,-5274.266113,,,,,,,,,,,,,,,
42,0.350000,960.776001,-73.402924,5791.491699,-1991.521118,1271.230591,-4247.199219,-469.928284,1084.708740,-5275.670898,,,,,,,,,,,,,,,
43,0.358333,960.783020,-73.398903,5791.484863,-1980.986084,1278.282227,-4191.968750,-470.673279,1086.064575,-5277.041504,,,,,,,,,,,,,,,
44,0.366667,960.667725,-73.476028,5791.349121,-1970.459473,1284.913696,-4137.204102,-472.043060,1087.714966,-5277.916992,,,,,,,,,,,,,,,
45,0.375000,960.531677,-73.673683,5791.160645,-1959.955688,1291.856445,-4082.778564,-472.503754,1089.114746,-5279.672363,,,,,,,,,,,,,,,
46,0.383333,960.545227,-73.671715,5791.047363,-1949.136597,1298.330200,-4028.414795,-473.767365,1090.417358,-5280.872070,,,,,,,,,,,,,,,
47,0.391667,960.556824,-73.679604,5791.016602,-1938.163818,1304.742554,-3974.853271,-473.718811,1091.718506,-5283.046875,,,,,,,,,,,,,,,
48,0.400000,960.563354,-73.685211,5791.055664,-1927.255737,1311.123657,-3921.070312,-475.253876,1093.323608,-5284.179199,,,,,,,,,,,,,,,
49,0.408333,960.549438,-73.684021,5791.094727,-1916.288208,1317.790161,-3868.113037,-475.394012,1094.323608,-5286.327148,,,,,,,,,,,,,,,
50,0.416667,960.542053,-73.681252,5791.104004,-1905.173096,1324.370972,-3815.522949,-476.890625,1096.162720,-5287.882324,,,,,,,,,,,,,,,
51,0.425000,960.538574,-73.663795,5791.092285,-1893.948242,1330.891357,-3763.023682,-476.871277,1097.050903,-5290.305176,,,,,,,,,,,,,,,
52,0.433333,960.554993,-73.667122,5791.078613,-1882.464844,1337.140381,-3710.635010,-477.686188,1098.492065,-5292.328125,,,,,,,,,,,,,,,
53,0.441667,960.774414,-73.407066,5791.498535,-1870.978394,1343.564575,-3659.234131,-478.608917,1100.168091,-5294.259277,,,,,,,,,,,,,,,
54,0.450000,960.771606,-73.403389,5791.525879,-1859.435669,1349.873291,-3607.906006,-478.696350,1101.182007,-5296.898438,,,,,,,,,,,,,,,
55,0.458333,960.752625,-73.423058,5791.506348,-1847.786377,1356.058105,-3556.675049,-479.449371,1102.864136,-5299.479004,,,,,,,,,,,,,,,
56,0.466667,960.689941,-73.487007,5791.326660,-1835.879272,1362.234253,-3506.035645,-479.434265,1103.823120,-5302.216309,,,,,,,,,,,,,,,
57,0.475000,960.560303,-73.669502,5791.125000,-1824.117310,1368.597046,-3455.905273,-479.715393,1105.177490,-5304.967285,,,,,,,,,,,,,,,
58,0.483333,960.577454,-73.657654,5791.005371,-1811.971436,1374.342407,-3405.677979,-479.735107,1106.352539,-5308.059082,,,,,,,,,,,,,,,
59,0.491667,960.536194,-73.673119,5791.000000,-1799.739502,1380.458618,-3356.085693,-479.432037,1107.234741,-5311.443359,,,,,,,,,,,,,,,
60,0.500000,960.775269,-73.401772,5791.495117,-1787.716431,1386.570312,-3306.924316,-479.053253,1108.281372,-5314.881348,,,,,,,,,,,,,,,
61,0.508333,960.791260,-73.398026,5791.517090,-1775.708252,1392.622559,-3258.250732,-479.143616,1109.740356,-5318.654785,,,,,,,,,,,,,,,
62,0.516667,960.704407,-73.469620,5791.335449,-1763.776733,1398.664185,-3208.012695,-479.360229,1110.921997,-5322.281738,,,,,,,,,,,,,,,
63,0.525000,960.766968,-73.408028,5791.493652,-1751.604248,1404.803833,-3159.532959,-479.206848,1111.986328,-5325.860352,,,,,,,,,,,,,,,
64,0.533333,960.716003,-73.449364,5791.362305,-1738.811157,1410.733521,-3111.372559,-479.162323,1113.397095,-5329.864258,,,,,,,,,,,,,,,
65,0.541667,960.542175,-73.682892,5791.183594,-1726.493286,1416.574219,-3063.723633,-479.010895,1114.562012,-5333.833008,,,,,,,,,,,,,,,
66,0.550000,960.059265,-74.174072,5791.251465,-1714.015991,1422.360229,-3016.266357,-478.535767,1115.844604,-5338.125977,,,,,,,,,,,,,,,
67,0.558333,960.679749,-73.478561,5791.333496,-1701.374634,1427.764404,-2969.278564,-478.454681,1117.059814,-5342.159668,,,,,,,,,,,,,,,
68,0.566667,960.716675,-73.462326,5791.376465,-1688.689941,1433.441895,-2922.584473,-477.999237,1118.405762,-5346.512207,,,,,,,,,,,,,,,
69,0.575000,960.761536,-73.415253,5791.528320,-1675.843506,1438.910767,-2876.133545,-477.960724,1119.678467,-5351.122070,,,,,,,,,,,,,,,
70,0.583333,960.764038,-73.434319,5791.514648,-1663.267456,1444.395142,-2830.057373,-477.783844,1121.012085,-5355.421387,,,,,,,,,,,,,,,
71,0.591667,960.066284,-74.160789,5791.391602,-1650.443970,1449.301636,-2784.026611,-476.912140,1121.972778,-5360.419434,,,,,,,,,,,,,,,
72,0.600000,960.055176,-74.150940,5791.325195,-1637.081421,1454.318359,-2738.491943,-476.795349,1123.437256,-5365.155762,,,,,,,,,,,,,,,
73,0.608333,960.565735,-73.666016,5791.188965,-1624.507202,1459.511475,-2693.243408,-476.753845,1124.721558,-5370.223145,,,,,,,,,,,,,,,
74,0.616667,960.072083,-74.157661,5791.389648,-1611.825317,1465.171875,-2648.658447,-476.860352,1125.855957,-5375.028320,,,,,,,,,,,,,,,
75,0.625000,960.725952,-73.447952,5791.386230,-1598.952881,1470.322144,-2604.011230,-476.192230,1126.648315,-5380.681152,,,,,,,,,,,,,,,
76,0.633333,960.713135,-73.478477,5791.386230,-1585.814697,1474.787354,-2559.542969,-475.778595,1127.649292,-5386.516113,,,,,,,,,,,,,,,
77,0.641667,960.567383,-73.656113,5791.203125,-1572.662720,1478.781616,-2515.141602,-475.907410,1128.495361,-5391.832031,,,,,,,,,,,,,,,
78,0.650000,960.762329,-73.387596,5791.509277,-1558.871826,1483.282104,-2471.309814,-475.300354,1129.124634,-5397.740234,,,,,,,,,,,,,,,
79,0.658333,960.720947,-73.431404,5791.386230,-1546.008057,1487.423584,-2427.593018,-475.410248,1129.968750,-5403.369141,,,,,,,,,,,,,,,
80,0.666667,960.748535,-73.421516,5791.508301,-1532.687256,1491.829224,-2384.375732,-474.921173,1130.259155,-5409.392090,,,,,,,,,,,,,,,
81,0.675000,960.704895,-73.454765,5791.357422,-1519.471558,1495.828125,-2341.247559,-474.411682,1130.636353,-5415.298828,,,,,,,,,,,,,,,
82,0.683333,960.555725,-73.674744,5791.163574,-1505.863770,1499.783325,-2298.448486,-474.478119,1131.204346,-5421.069824,,,,,,,,,,,,,,,
83,0.691667,960.573853,-73.667099,5791.036621,-1493.049683,1503.765259,-2256.131592,-473.856018,1131.414307,-5427.239746,,,,,,,,,,,,,,,
84,0.700000,960.556885,-73.670677,5791.004883,-1479.375000,1507.589722,-2213.624268,-473.268066,1131.527222,-5432.955078,,,,,,,,,,,,,,,
85,0.708333,960.545105,-73.663757,5791.028809,-1466.032227,1511.361938,-2171.818604,-472.706055,1131.669312,-5438.852051,,,,,,,,,,,,,,,
86,0.716667,960.781128,-73.405464,5791.507324,-1452.623047,1514.809937,-2130.052002,-472.727966,1132.035278,-5444.468750,,,,,,,,,,,,,,,
87,0.725000,960.752930,-73.437218,5791.401855,-1439.409912,1518.545532,-2088.635986,-470.977051,1131.777954,-5450.602051,,,,,,,,,,,,,,,
88,0.733333,960.765137,-73.412621,5791.521484,-1425.665283,1522.030518,-2047.232910,-470.523010,1131.808716,-5455.898926,,,,,,,,,,,,,,,
89,0.741667,960.788818,-73.406349,5791.525879,-1412.512207,1525.445801,-2006.249634,-469.988953,1131.918701,-5461.500488,,,,,,,,,,,,,,,
90,0.750000,960.692627,-73.463715,5791.353027,-1398.890503,1528.506226,-1965.386841,-468.678986,1131.665283,-5467.002441,,,,,,,,,,,,,,,
91,0.758333,960.759705,-73.394768,5791.509277,-1385.270508,1531.523071,-1924.906494,-467.119965,1131.265137,-5472.388184,,,,,,,,,,,,,,,
92,0.766667,960.780212,-73.387070,5791.509766,-1371.798218,1534.487915,-1885.014526,-465.929230,1131.005737,-5477.776367,,,,,,,,,,,,,,,
93,0.775000,960.724060,-73.453743,5791.334961,-1358.041138,1537.197510,-1844.621948,-464.575287,1130.719727,-5483.258789,,,,,,,,,,,,,,,
94,0.783333,960.778381,-73.387871,5791.516113,-1344.503784,1540.003174,-1804.837646,-463.166565,1130.159180,-5488.237793,,,,,,,,,,,,,,,
95,0.791667,960.750854,-73.403984,5791.521973,-1330.777100,1542.554443,-1765.295166,-461.620209,1129.603271,-5493.498047,,,,,,,,,,,,,,,
96,0.800000,960.769653,-73.396919,5791.510254,-1316.717041,1544.822388,-1725.653931,-460.745483,1129.179565,-5498.173828,,,,,,,,,,,,,,,
97,0.808333,960.710876,-73.449432,5791.339844,-1302.985352,1546.906128,-1686.155762,-459.248077,1128.338257,-5503.128418,,,,,,,,,,,,,,,
98,0.816667,960.781860,-73.390640,5791.511719,-1289.482300,1549.308716,-1646.986328,-457.482025,1127.219238,-5508.105957,,,,,,,,,,,,,,,
99,0.825000,960.778076,-73.410721,5791.526855,-1275.619995,1551.521729,-1608.668579,-455.868530,1126.188843,-5512.813477,,,,,,,,,,,,,,,
100,0.833333,960.781250,-73.426338,5791.502930,-1261.784180,1553.479980,-1570.282471,-454.500488,1125.112671,-5517.392578,,,,,,,,,,,,,,,
101,0.841667,960.751587,-73.437149,5791.509277,-1248.070068,1555.190552,-1531.766235,-453.023926,1124.014771,-5522.106934,,,,,,,,,,,,,,,
102,0.850000,960.696899,-73.488609,5791.341309,-1234.318970,1556.852051,-1493.292236,-451.802582,1122.823486,-5526.530762,,,,,,,,,,,,,,,
103,0.858333,960.575928,-73.660690,5791.139160,-1221.000732,1558.675049,-1455.833008,-450.282623,1121.213501,-5530.835938,,,,,,,,,,,,,,,
104,0.866667,960.579895,-73.661621,5791.010742,-1206.911011,1560.213379,-1418.511597,-449.327484,1119.865356,-5534.682129,,,,,,,,,,,,,,,
105,0.875000,960.767639,-73.398796,5791.490234,-1192.958496,1561.407471,-1381.037842,-447.916016,1118.276001,-5538.909180,,,,,,,,,,,,,,,
106,0.883333,960.731750,-73.446373,5791.395508,-1178.938110,1562.132935,-1343.545166,-447.186401,1116.222778,-5542.958496,,,,,,,,,,,,,,,
107,0.891667,960.565247,-73.666901,5791.172363,-1164.872192,1562.723877,-1306.252930,-446.162781,1114.489624,-5546.907715,,,,,,,,,,,,,,,
108,0.900000,960.782410,-73.431580,5791.508301,-1150.879639,1563.408203,-1269.356934,-444.752930,1112.663086,-5550.691406,,,,,,,,,,,,,,,
109,0.908333,960.738647,-73.448555,5791.386230,-1137.413330,1564.449097,-1232.614624,-443.834473,1109.973145,-5553.811035,,,,,,,,,,,,,,,
110,0.916667,960.574524,-73.664619,5791.187500,-1123.584717,1565.303101,-1196.657837,-442.817841,1107.966553,-5557.388184,,,,,,,,,,,,,,,
111,0.925000,960.554016,-73.660019,5791.051270,-1109.569092,1565.943970,-1160.210449,-441.216278,1105.670044,-5559.529297,,,,,,,,,,,,,,,
112,0.933333,960.749084,-73.429939,5791.493652,-1095.480835,1566.106201,-1123.877808,-439.923340,1103.732056,-5561.772949,,,,,,,,,,,,,,,
113,0.941667,960.735840,-73.432487,5791.392090,-1083.013062,1566.256714,-1088.709839,-437.514526,1101.300781,-5564.199219,,,,,,,,,,,,,,,
114,0.950000,960.563965,-73.654526,5791.193359,-1068.725830,1566.233643,-1053.039429,-435.965881,1099.035767,-5566.146484,,,,,,,,,,,,,,,
115,0.958333,960.761963,-73.402245,5791.507812,-1053.729004,1565.895508,-1016.836792,-434.156189,1096.830322,-5567.929688,,,,,,,,,,,,,,,
116,0.966667,960.738159,-73.432724,5791.389648,-1040.358276,1565.388062,-981.550903,-433.187469,1094.596802,-5569.151367,,,,,,,,,,,,,,,
117,0.975000,960.546936,-73.669556,5791.192383,-1027.551880,1565.270264,-946.275940,-432.366089,1092.407471,-5570.162109,,,,,,,,,,,,,,,
118,0.983333,960.554749,-73.662315,5791.050781,-1012.992004,1564.573242,-911.367371,-431.388580,1090.220825,-5570.952637,,,,,,,,,,,,,,,
119,0.991667,960.553345,-73.677681,5791.007812,-997.671753,1563.741943,-876.217346,-430.047791,1087.931519,-5571.853516,,,,,,,,,,,,,,,
120,1.000000,960.772461,-73.434158,5791.482910,-984.865845,1562.687012,-841.934448,-430.076752,1085.198242,-5572.048340,,,,,,,,,,,,,,,
121,1.008333,960.780701,-73.426079,5791.513184,-969.878235,1561.257812,-805.570312,-428.628845,1083.559204,-5571.698242,,,,,,,,,,,,,,,
122,1.016667,960.716187,-73.479836,5791.349609,-955.293945,1559.775024,-771.732605,-428.755219,1081.597412,-5571.214844,,,,,,,,,,,,,,,
123,1.025000,960.761475,-73.427307,5791.502441,-941.149231,1558.564087,-737.320496,-429.119171,1079.836548,-5570.566895,,,,,,,,,,,,,,,
124,1.033333,960.706787,-73.458344,5791.352539,-927.348877,1556.955811,-703.427612,-427.863892,1077.094971,-5569.313477,,,,,,,,,,,,,,,
125,1.041667,960.762878,-73.429405,5791.493652,-912.837708,1555.349609,-668.932739,-426.856049,1075.301880,-5567.446289,,,,,,,,,,,,,,,
126,1.050000,960.785034,-73.418427,5791.495117,-898.860046,1553.695557,-635.515442,-426.733459,1073.566772,-5565.477539,,,,,,,,,,,,,,,
127,1.058333,960.692017,-73.481041,5791.321777,-884.102905,1551.290161,-601.772583,-426.728119,1072.273193,-5562.912109,,,,,,,,,,,,,,,
128,1.066667,960.564880,-73.656219,5791.124023,-869.543213,1548.932739,-567.093994,-426.920135,1071.087524,-5559.765625,,,,,,,,,,,,,,,
129,1.075000,960.764709,-73.417130,5791.504883,-855.997131,1546.760864,-534.848450,-427.554413,1070.474243,-5555.755371,,,,,,,,,,,,,,,
130,1.083333,960.745483,-73.424301,5791.393066,-842.403809,1544.640015,-500.984070,-428.557556,1070.590820,-5551.096680,,,,,,,,,,,,,,,
131,1.091667,960.754761,-73.392967,5791.493652,-827.007812,1541.764893,-467.869415,-429.862732,1071.522217,-5545.579102,,,,,,,,,,,,,,,
132,1.100000,960.696533,-73.451942,5791.339355,-812.847229,1538.698486,-434.710236,-431.471222,1073.768066,-5539.907715,,,,,,,,,,,,,,,
133,1.108333,960.569946,-73.644073,5791.144531,-799.033508,1535.767456,-401.625427,-433.864471,1076.705444,-5533.097656,,,,,,,,,,,,,,,
134,1.116667,960.554382,-73.667854,5791.030762,-784.674866,1532.845947,-368.574585,-436.678162,1080.260254,-5524.536621,,,,,,,,,,,,,,,
135,1.125000,960.772766,-73.412766,5791.523926,-770.305115,1528.957031,-335.691559,-439.110718,1084.466553,-5515.307129,,,,,,,,,,,,,,,
136,1.133333,960.802307,-73.383484,5791.520996,-755.900757,1524.967407,-302.289734,-441.756989,1089.436401,-5505.916016,,,,,,,,,,,,,,,
137,1.141667,960.713318,-73.461258,5791.357422,-741.653748,1521.199219,-270.245514,-445.343872,1094.305176,-5495.234375,,,,,,,,,,,,,,,
138,1.150000,960.768372,-73.411995,5791.494629,-727.072266,1517.046631,-236.523392,-448.235992,1099.300537,-5483.567871,,,,,,,,,,,,,,,
139,1.158333,960.790466,-73.389526,5791.503418,-713.014771,1513.140381,-204.968567,-450.592102,1108.209351,-5469.464355,,,,,,,,,,,,,,,
140,1.166667,960.704285,-73.467064,5791.334473,-698.535889,1508.140381,-171.701645,-452.572144,1115.633667,-5454.854492,,,,,,,,,,,,,,,
141,1.175000,960.566528,-73.657516,5791.148438,-683.762146,1503.610962,-139.598190,-457.074310,1129.361450,-5436.443359,,,,,,,,,,,,,,,
142,1.183333,960.776367,-73.415237,5791.484863,-669.403259,1498.754517,-107.339897,-460.139648,1141.954346,-5416.557617,,,,,,,,,,,,,,,
143,1.191667,960.756836,-73.427292,5791.399902,-655.019409,1493.618042,-74.783203,-463.539917,1154.417725,-5395.358887,,,,,,,,,,,,,,,
144,1.200000,960.777161,-73.416557,5791.490723,-641.143005,1488.831299,-43.667561,-467.237091,1169.705811,-5370.027832,,,,,,,,,,,,,,,
145,1.208333,960.710144,-73.444305,5791.352051,-626.505615,1483.094727,-10.320187,-470.936371,1184.159546,-5342.730469,,,,,,,,,,,,,,,
146,1.216667,960.758728,-73.390648,5791.504883,-611.529297,1477.222046,20.815643,-475.052704,1202.720337,-5310.416504,,,,,,,,,,,,,,,
147,1.225000,960.758545,-73.386833,5791.491211,-596.916260,1471.156006,53.722992,-479.884521,1220.271973,-5275.823242,,,,,,,,,,,,,,,
148,1.233333,960.758606,-73.385887,5791.487793,-582.817505,1465.425537,84.287163,-484.678497,1236.035645,-5238.303711,,,,,,,,,,,,,,,
149,1.241667,960.767273,-73.397324,5791.517090,-568.280334,1459.381226,117.342773,-488.425232,1255.792603,-5194.798828,,,,,,,,,,,,,,,
150,1.250000,960.782776,-73.405113,5791.512695,-553.256897,1453.010498,148.101852,-493.758423,1272.846802,-5152.313477,,,,,,,,,,,,,,,
151,1.258333,960.764587,-73.421677,5791.515137,-538.154907,1446.125610,180.875443,-499.757599,1288.090210,-5109.334961,,,,-621.362732,1401.016113,9.544191,,,,,,,,,
152,1.266667,960.773621,-73.414413,5791.491211,-524.340942,1439.749390,210.735596,-505.904388,1301.939941,-5066.792969,,,,-607.630493,1395.203247,30.900150,,,,,,,,,
153,1.275000,960.700134,-73.482201,5791.319824,-509.277527,1432.722168,244.100754,-511.123016,1317.595337,-5023.583008,,,,-593.388489,1388.114014,64.959908,,,,,,,,,
154,1.283333,960.579041,-73.655411,5791.133789,-496.590179,1425.894531,276.455627,-517.047729,1333.805908,-4980.179199,,,,-576.949646,1379.631104,96.072220,,,,,,,,,
155,1.291667,960.548340,-73.683472,5791.023926,-481.628510,1419.433716,310.775452,-523.821960,1347.713013,-4937.297852,,,,-563.690186,1374.397827,127.755699,,,,,,,,,
156,1.300000,960.556763,-73.693283,5791.010742,-466.622192,1413.285278,341.047791,-529.878418,1360.585571,-4895.327637,,,,-550.538879,1370.276123,156.668335,,,,,,,,,
157,1.308333,960.556274,-73.683899,5791.052246,-451.051727,1405.824463,372.049866,-534.305725,1370.467163,-4853.541016,,,,-541.717102,1368.214966,183.095383,,,,,,,,,
158,1.316667,960.544556,-73.665443,5791.088379,-436.479340,1397.644531,403.309540,-540.484924,1383.134277,-4811.518555,,,,-521.510803,1357.194702,219.181641,,,,,,,,,
