,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 3184,Unlabeled 3184,Unlabeled 3184,Unlabeled 3185,Unlabeled 3185,Unlabeled 3185,Unlabeled 3186,Unlabeled 3186,Unlabeled 3186,Unlabeled 3187,Unlabeled 3187,Unlabeled 3187,Unlabeled 3188,Unlabeled 3188,Unlabeled 3188,Unlabeled 3189,Unlabeled 3189,Unlabeled 3189,Unlabeled 3258,Unlabeled 3258,Unlabeled 3258,Unlabeled 3264,Unlabeled 3264,Unlabeled 3264,Unlabeled 3266,Unlabeled 3266,Unlabeled 3266,Unlabeled 3268,Unlabeled 3268,Unlabeled 3268,Unlabeled 3269,Unlabeled 3269,Unlabeled 3269,Unlabeled 3270,Unlabeled 3270,Unlabeled 3270
,ID,"6A7F5C26D7A29011F0","6A7F5C26D7A29011F0","6A7F5C26D7A29011F0","1F307F5C26D7A29011F0","1F307F5C26D7A29011F0","1F307F5C26D7A29011F0","1F357F5C26D7A29011F0","1F357F5C26D7A29011F0","1F357F5C26D7A29011F0","1F387F5C26D7A29011F0","1F387F5C26D7A29011F0","1F387F5C26D7A29011F0","1F3A7F5C26D7A29011F0","1F3A7F5C26D7A29011F0","1F3A7F5C26D7A29011F0","1F3B7F5C26D7A29011F0","1F3B7F5C26D7A29011F0","1F3B7F5C26D7A29011F0","1F877F5C26D7A29011F0","1F877F5C26D7A29011F0","1F877F5C26D7A29011F0","1F8D7F5C26D7A29011F0","1F8D7F5C26D7A29011F0","1F8D7F5C26D7A29011F0","1F8F7F5C26D7A29011F0","1F8F7F5C26D7A29011F0","1F8F7F5C26D7A29011F0","1F917F5C26D7A29011F0","1F917F5C26D7A29011F0","1F917F5C26D7A29011F0","1F927F5C26D7A29011F0","1F927F5C26D7A29011F0","1F927F5C26D7A29011F0","1F937F5C26D7A29011F0","1F937F5C26D7A29011F0","1F937F5C26D7A29011F0"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
259,2.158333,960.729065,-73.424530,5791.308105,-2022.723877,833.390930,-5543.329590,-1629.221680,827.088623,-5558.368164,-1586.212402,874.213013,-5386.729004,,,,,,,,,,,,,,,,,,,,,,,,
260,2.166667,960.834167,-73.318237,5791.476562,-2022.781616,833.623230,-5541.919922,-1628.865356,829.461426,-5561.299316,-1586.743164,878.249756,-5390.020996,,,,,,,,,,,,,,,,,,,,,,,,
261,2.175000,960.758484,-73.370224,5791.342773,-2022.892212,833.867859,-5540.799316,-1628.509644,831.785095,-5564.175781,-1587.107544,882.380676,-5393.295410,,,,,,,,,,,,,,,,,,,,,,,,
262,2.183333,960.622925,-73.586647,5791.136230,-2023.011719,834.349182,-5539.477539,-1628.176392,834.274597,-5567.147461,-1587.108643,885.936768,-5396.241699,,,,,,,,,,,,,,,,,,,,,,,,
263,2.191667,960.822144,-73.336136,5791.494141,-2023.325195,834.712769,-5538.202637,-1628.098022,836.616577,-5570.050781,-1587.380005,889.925781,-5399.361816,,,,,,,,,,,,,,,,,,,,,,,,
264,2.200000,960.759094,-73.376038,5791.365234,-2023.357666,835.105225,-5537.173828,-1627.710327,838.893494,-5572.945801,-1587.728271,893.782715,-5402.322754,,,,,,,,,,,,,,,,,,,,,,,,
265,2.208333,960.810974,-73.344925,5791.494141,-2023.776978,835.805969,-5536.306641,-1627.392456,841.029358,-5575.582520,-1587.879395,897.509644,-5405.129883,,,,,,,,,,,,,,,,,,,,,,,,
266,2.216667,960.823425,-73.343102,5791.488281,-2024.007812,836.189392,-5535.056641,-1627.159424,843.248901,-5578.089844,-1588.166504,901.063110,-5407.619141,,,,,,,,,,,,,,,,,,,,,,,,
267,2.225000,960.763550,-73.396881,5791.331055,-2024.013794,836.413208,-5534.058594,-1627.169067,845.585144,-5580.495117,-1588.541626,904.827637,-5410.227051,,,,,,,,,,,,,,,,,,,,,,,,
268,2.233333,960.583252,-73.610115,5791.134766,-2023.854492,836.619141,-5533.333984,-1626.951904,847.685486,-5582.700684,-1588.195679,907.738464,-5412.853516,,,,,,,,,,,,,,,,,,,,,,,,
269,2.241667,960.793091,-73.358490,5791.505371,-2023.720459,836.799744,-5532.841797,-1626.727173,849.749390,-5584.746582,-1587.265991,910.526245,-5415.310059,,,,,,,,,,,,,,,,,,,,,,,,
270,2.250000,960.815430,-73.353256,5791.495117,-2023.702881,836.962830,-5532.500977,-1626.591309,851.738647,-5586.685547,-1586.197144,913.019958,-5418.137695,,,,,,,,,,,,,,,,,,,,,,,,
271,2.258333,960.809021,-73.321785,5791.487793,-2023.735962,837.134705,-5532.344238,-1626.383545,853.702881,-5588.581543,-1586.087891,915.964111,-5420.263184,,,,,,,,,,,,,,,,,,,,,,,,
272,2.266667,960.809814,-73.327866,5791.492188,-2023.759644,837.359436,-5532.358398,-1626.260376,855.741821,-5590.518555,-1585.196411,918.529663,-5422.346680,,,,,,,,,,,,,,,,,,,,,,,,
273,2.275000,960.792908,-73.360527,5791.488770,-2023.783447,837.503845,-5532.565918,-1625.936279,857.766174,-5592.438477,-1584.965332,921.366333,-5424.822754,,,,,,,,,,,,,,,,,,,,,,,,
274,2.283333,960.780273,-73.373459,5791.491699,-2023.790161,837.639465,-5532.875977,-1625.507202,859.579285,-5594.313965,-1583.740723,923.699036,-5427.285156,,,,,,,,,,,,,,,,,,,,,,,,
275,2.291667,960.809387,-73.357475,5791.500000,-2023.748169,837.667664,-5533.239746,-1624.978271,861.507202,-5596.323730,-1583.305542,926.400818,-5429.286621,,,,,,,,,,,,,,,,,,,,,,,,
276,2.300000,960.752747,-73.401848,5791.313477,-2023.738159,837.714355,-5533.851562,-1624.292480,863.542969,-5598.433594,-1582.186035,928.713440,-5431.402344,,,,,,,,,,,,,,,,,,,,,,,,
277,2.308333,960.800659,-73.373695,5791.481445,-2023.103271,837.439209,-5534.863281,-1623.423706,865.707947,-5600.645508,-1581.791382,931.390442,-5433.876465,,,,,,,,,,,,,,,,,,,,,,,,
278,2.316667,960.814880,-73.357529,5791.502930,-2022.800659,837.369446,-5535.986328,-1622.111938,867.561768,-5602.787109,-1581.097900,933.676941,-5435.871094,,,,,,,,,,,,,,,,,,,,,,,,
279,2.325000,960.803650,-73.337715,5791.475586,-2022.305054,837.174377,-5536.847656,-1620.822510,869.455994,-5605.336914,-1580.175537,936.195312,-5438.754883,,,,,,,,,,,,,,,,,,,,,,,,
280,2.333333,960.815918,-73.347214,5791.473633,-2022.022217,836.942261,-5537.790039,-1619.298828,871.238037,-5607.858887,-1579.380005,938.611084,-5441.296387,,,,,,,,,,,,,,,,,,,,,,,,
281,2.341667,960.730591,-73.405487,5791.299316,-2021.552979,836.588013,-5539.338379,-1617.922241,872.875183,-5610.554688,-1578.603882,941.379089,-5444.418457,,,,,,,,,,,,,,,,,,,,,,,,
282,2.350000,960.797180,-73.352715,5791.476562,-2020.500366,835.459229,-5540.883789,-1616.846802,874.452759,-5613.091309,-1577.846313,943.993713,-5447.231934,,,,,,,,,,,,,,,,,,,,,,,,
283,2.358333,960.798462,-73.358360,5791.499023,-2020.040039,834.687500,-5542.116211,-1615.603271,875.943298,-5615.757812,-1577.215820,946.886658,-5450.163574,,,,,,,,,,,,,,,,,,,,,,,,
284,2.366667,960.811646,-73.345367,5791.471191,-2019.856201,833.607910,-5543.277832,-1614.606079,877.388916,-5618.528320,-1576.002808,949.256348,-5453.345703,-860.392944,663.673035,-5752.760254,,,,,,,,,,,,,,,,,,,,,
285,2.375000,960.813965,-73.337440,5791.481445,-2019.930176,833.014465,-5544.987305,-1613.742920,878.992065,-5621.211914,-1575.228516,952.002258,-5456.463379,-862.493103,663.160767,-5752.181641,,,,,,,,,,,,,,,,,,,,,
286,2.383333,960.787903,-73.369286,5791.481934,-2019.721069,831.533875,-5546.639648,-1612.904785,880.572021,-5624.074707,-1574.027344,954.375977,-5459.747559,-865.179077,663.670715,-5751.088379,,,,,,,,,,,,,,,,,,,,,
287,2.391667,960.823914,-73.350761,5791.471680,-2019.448975,830.369324,-5548.741699,-1612.100464,882.006592,-5627.080566,-1573.631348,956.969177,-5463.086426,-867.953369,666.027405,-5749.526367,,,,,,,,,,,,,,,,,,,,,
288,2.400000,960.838135,-73.335678,5791.479492,-2020.028809,829.343994,-5550.691406,-1611.299683,883.578064,-5629.954590,-1572.302734,959.210754,-5466.389648,-870.173706,668.572998,-5748.708984,,,,,,,,,,,,,,,,,,,,,
289,2.408333,960.824585,-73.354553,5791.486328,-2020.475830,828.392273,-5552.274902,-1610.461914,884.929199,-5632.785645,-1571.114868,961.093750,-5469.750000,-870.667786,669.905151,-5747.602051,,,,,,,,,,,,,,,,,,,,,
290,2.416667,960.827759,-73.353897,5791.487793,-2020.032837,826.840454,-5554.750000,-1609.354492,886.006470,-5635.651367,-1570.381348,963.582703,-5472.953613,-866.650085,668.236450,-5745.181152,,,,,,,,,,,,,,,,,,,,,
291,2.425000,960.820618,-73.339142,5791.489258,-2019.920166,825.222961,-5556.709961,-1608.369995,887.182373,-5638.681641,-1569.590820,965.525330,-5476.387695,-867.769104,670.465149,-5744.355957,,,,,,,,,,,,,,,,,,,,,
292,2.433333,960.806885,-73.335312,5791.479004,-2019.661621,824.196777,-5558.641113,-1607.409180,888.101013,-5641.579102,-1568.459839,967.502075,-5479.717773,-869.270264,673.007568,-5743.738770,,,,,,,,,,,,,,,,,,,,,
293,2.441667,960.814270,-73.340469,5791.483887,-2019.250854,822.579163,-5560.617188,-1606.345215,889.021362,-5644.500977,-1568.252075,969.785828,-5482.520508,-870.868103,675.456970,-5743.021484,,,,,,,,,,,,,,,,,,,,,
294,2.450000,960.822510,-73.344879,5791.484375,-2018.635010,821.171814,-5562.252441,-1604.875732,889.527466,-5647.110840,-1568.311035,971.563721,-5485.544922,-872.575134,678.176758,-5742.324707,,,,,,,,,,,,,,,,,,,,,
295,2.458333,960.822205,-73.349297,5791.500000,-2018.255005,819.890747,-5564.589844,-1603.630127,890.367554,-5649.619141,-1567.982788,973.630432,-5489.111328,-874.428406,680.514893,-5741.452148,,,,,,,,,,,,,,,,,,,,,
296,2.466667,960.790344,-73.355743,5791.503418,-2017.293701,818.025208,-5566.887695,-1602.319580,891.023376,-5651.968750,-1566.963989,975.980896,-5491.640137,-876.152649,682.928223,-5740.352539,,,,,,,,,,,,,,,,,,,,,
297,2.475000,960.746155,-73.397110,5791.311035,-2016.771118,816.638184,-5569.225098,-1601.421387,891.713501,-5654.301270,-1565.789429,977.354187,-5494.430664,-878.360291,685.466553,-5739.278320,,,,,,,,,,,,,,,,,,,,,
298,2.483333,960.800232,-73.332947,5791.488770,-2016.921265,815.383972,-5571.270508,-1600.536133,892.253418,-5656.619629,-1565.818359,979.384827,-5497.138184,-880.508484,687.784729,-5738.091309,,,,,,,,,,,,,,,,,,,,,
299,2.491667,960.822083,-73.326950,5791.476074,-2016.033691,813.870422,-5573.838379,-1599.456787,892.480103,-5658.667480,-1564.699951,980.437866,-5499.480957,-882.798218,690.074036,-5736.834961,,,,,,,,,,,,,,,,,,,,,
300,2.500000,960.833252,-73.314774,5791.472656,-2015.862915,812.235352,-5575.938477,-1598.775024,893.071106,-5660.552734,-1563.921143,981.750854,-5501.527832,-885.253113,692.242065,-5735.483887,,,,,,,,,,,,,,,,,,,,,
301,2.508333,960.822754,-73.335175,5791.482422,-2015.356812,811.167297,-5578.338379,-1598.154297,893.703369,-5662.274902,-1562.679810,982.687866,-5503.756836,-888.041199,694.758911,-5734.065430,,,,,,,,,,,,,,,,,,,,,
302,2.516667,960.806152,-73.345024,5791.489258,-2014.709473,809.557373,-5580.481445,-1597.530396,894.142151,-5663.637207,-1561.984253,983.687378,-5505.323242,-890.590820,696.714172,-5732.594727,,,,,,,,,,,,,,,,,,,,,
303,2.525000,960.823608,-73.326591,5791.492676,-2013.861694,808.539551,-5582.825684,-1597.168091,894.654480,-5665.151367,-1561.580444,985.068970,-5507.195801,-893.802368,698.828369,-5731.509766,,,,,,,,,,,,,,,,,,,,,
304,2.533333,960.820740,-73.330650,5791.493652,-2013.573120,807.662537,-5584.822266,-1596.841431,894.914001,-5666.224609,-1561.049438,985.758301,-5509.063477,-896.666260,700.589050,-5730.309570,,,,,,,,,,,,,,,,,,,,,
305,2.541667,960.748413,-73.402351,5791.291504,-2012.064697,806.421875,-5587.108887,-1596.147461,894.876099,-5667.339844,-1560.306519,986.467834,-5510.499023,-899.784973,702.464417,-5729.081055,,,,,,,,,,,,,,,,,,,,,
306,2.550000,960.793579,-73.366173,5791.486328,-2010.867310,805.556519,-5588.864746,-1595.756104,894.890381,-5668.117188,-1559.688354,987.084045,-5511.403320,-903.032715,704.340698,-5727.978516,,,,,,,,,,,,,,,,,,,,,
307,2.558333,960.838989,-73.352684,5791.493652,-2009.703369,805.012939,-5590.616699,-1595.346191,895.008667,-5668.740234,-1559.079834,987.478760,-5512.513672,-905.568359,705.800537,-5726.661133,,,,,,,,,,,,,,,,,,,,,
308,2.566667,960.829041,-73.355446,5791.497559,-2007.881592,803.850159,-5592.122070,-1594.900269,895.057434,-5669.168457,-1558.551147,988.116577,-5513.295410,-908.060242,707.310974,-5725.287598,,,,,,,,,,,,,,,,,,,,,
309,2.575000,960.828857,-73.336914,5791.483398,-2006.354370,803.060547,-5593.691406,-1594.620361,894.993896,-5669.336914,-1558.112427,988.374695,-5513.794922,-910.747803,709.080688,-5724.220703,,,,,,,,,,,,,,,,,,,,,
310,2.583333,960.819580,-73.340965,5791.490723,-2005.093628,802.622986,-5595.289551,-1594.488281,894.766724,-5669.624512,-1557.787720,988.536743,-5514.044922,-912.859741,710.608093,-5723.180176,,,,,,,,,,,,,,,,,,,,,
311,2.591667,960.810242,-73.337479,5791.484863,-2004.003052,802.268982,-5596.837891,-1594.001709,894.279358,-5669.565918,-1557.412842,988.645203,-5514.081543,-914.869995,712.211548,-5722.208008,,,,,,,,,,,,,,,,,,,,,
312,2.600000,960.815796,-73.330841,5791.485840,-2002.081421,801.559998,-5598.893066,-1593.762695,894.076660,-5669.270996,-1557.158203,988.711609,-5513.974609,-916.727112,713.800659,-5721.436523,,,,,,,,,,,,,,,,,,,,,
313,2.608333,960.825134,-73.321022,5791.492188,-2000.899780,800.883545,-5600.667480,-1593.628296,893.960938,-5668.747559,-1557.020752,988.709717,-5513.539062,-918.560120,715.306580,-5720.968750,,,,,,,,,,,,,,,,,,,,,
314,2.616667,960.820862,-73.311829,5791.491211,-1999.663574,800.281372,-5602.494629,-1593.675781,893.803772,-5667.900879,-1556.846924,988.410461,-5513.037598,-920.297424,716.829895,-5720.130859,,,,,,,,,,,,,,,,,,,,,
315,2.625000,960.754150,-73.374710,5791.327148,-1998.313965,799.410217,-5604.066406,-1593.630981,893.632996,-5667.043457,-1556.562622,988.148438,-5511.988770,-922.053162,718.531067,-5719.615723,,,,,,,,,,,,,,,,,,,,,
316,2.633333,960.602966,-73.583260,5791.133301,-1997.381104,798.805664,-5605.512207,-1593.539917,893.481934,-5666.127441,-1556.550659,987.741089,-5511.191406,-923.242676,719.529785,-5718.748535,,,,,,,,,,,,,,,,,,,,,
317,2.641667,960.821411,-73.328323,5791.491699,-1999.126587,800.869690,-5609.501953,-1593.810059,893.226379,-5664.923828,-1556.673706,987.500977,-5509.806152,-925.092163,721.127686,-5718.239258,,,,,,,,,,,,,,,,,,,,,
318,2.650000,960.841248,-73.327110,5791.510742,-1998.753662,800.763245,-5611.475098,-1593.905518,892.940186,-5663.875000,-1557.182739,987.068237,-5508.366211,-926.764587,722.741821,-5717.668945,,,,,,,,,,,,,,,,,,,,,
319,2.658333,960.728699,-73.390121,5791.303223,-1997.921021,800.288879,-5613.020508,-1594.164795,892.546509,-5662.465820,-1556.838623,986.210632,-5506.847168,-928.416443,724.263062,-5717.062500,,,,,,,,,,,,,,,,,,,,,
320,2.666667,960.799072,-73.343506,5791.491211,-1996.701538,799.344543,-5613.985840,-1594.316162,892.316528,-5661.208008,-1557.106445,985.552612,-5505.526855,-930.026672,725.791199,-5716.786133,,,,,,,,,,,,,,,,,,,,,
321,2.675000,960.750488,-73.383057,5791.350098,-1995.691040,798.813904,-5615.254883,-1594.674561,891.937622,-5659.517578,-1557.804932,985.010132,-5503.550293,-931.630737,727.523987,-5716.516113,,,,,,,,,,,,,,,,,,,,,
322,2.683333,960.821777,-73.349266,5791.485352,-1994.975098,798.208008,-5616.674316,-1594.854858,891.680481,-5657.907227,-1558.239990,984.500244,-5502.022461,-932.573792,728.826477,-5716.154785,,,,,,,,,,,,,,,,,,,,,
323,2.691667,960.813049,-73.363914,5791.500000,-1994.653931,797.710449,-5617.854004,-1595.326294,891.518372,-5656.333008,-1559.086548,983.995972,-5499.931152,-934.076477,730.728638,-5716.077637,,,,,,,,,,,,,,,,,,,,,
324,2.700000,960.841614,-73.355171,5791.476074,-1993.578125,796.060181,-5618.686523,-1595.630493,891.015747,-5654.497070,-1559.515381,983.393921,-5498.311523,-934.838623,732.179443,-5715.799316,,,,,,,,,,,,,,,,,,,,,
325,2.708333,960.625305,-73.611305,5791.200684,-1993.284058,795.263550,-5619.749512,-1596.183472,890.806091,-5652.987305,-1560.132324,982.734131,-5496.187500,-936.092529,734.080505,-5715.865234,,,,,,,,,,,,,,,,,,,,,
326,2.716667,960.820068,-73.351929,5791.484375,-1993.044922,794.319031,-5620.339844,-1596.734619,890.597168,-5651.380371,-1561.240234,981.764587,-5494.383301,-936.670349,735.883728,-5715.852539,,,,,,,,,,,,,,,,,,,,,
327,2.725000,960.812378,-73.330688,5791.489258,-1993.326904,793.318420,-5621.192383,-1597.205444,890.277100,-5649.609375,-1562.331909,980.973450,-5492.749512,-937.631714,737.935303,-5716.306152,,,,,,,,,,,,,,,,,,,,,
328,2.733333,960.829956,-73.342957,5791.483887,-1992.911987,791.969849,-5621.501465,-1597.826538,890.007263,-5647.885742,-1562.498535,980.435120,-5490.914062,-938.140259,739.775269,-5716.383789,,,,,,,,,,,,,,,,,,,,,
329,2.741667,960.742310,-73.398720,5791.315430,-1993.057129,790.571289,-5621.870605,-1598.630371,890.024414,-5646.322266,-1562.182983,980.158630,-5488.609863,-938.721069,741.793762,-5716.875488,,,,,,,,,,,,,,,,,,,,,
330,2.750000,960.809753,-73.334068,5791.477051,-1993.973755,790.482178,-5622.565430,-1598.977539,889.734192,-5644.582520,-1561.945190,979.019775,-5486.339355,-939.381226,743.811462,-5717.273926,,,,,,,,,,,,,,,,,,,,,
331,2.758333,960.821655,-73.327782,5791.495117,-1993.879761,789.499695,-5622.804199,-1599.527954,889.676025,-5642.918945,-1562.258301,978.185791,-5484.699707,-940.110840,745.969727,-5717.664551,,,,,,,,,,,,,,,,,,,,,
332,2.766667,960.801880,-73.319466,5791.502930,-1993.951416,788.309998,-5623.343262,-1599.920532,889.626892,-5641.240234,-1562.877563,977.769226,-5482.439453,-940.563232,747.774902,-5717.782227,,,,,,,,,,,,,,,,,,,,,
333,2.775000,960.813721,-73.333389,5791.482910,-1993.878784,787.527466,-5623.514160,-1600.234253,889.682617,-5639.572266,-1563.391235,977.156738,-5480.796387,-941.779602,750.224915,-5718.088867,,,,,,,,,,,,,,,,,,,,,
334,2.783333,960.727417,-73.404648,5791.302734,,,,-1600.504639,889.512085,-5637.902832,-1563.973633,976.738464,-5478.621094,-942.606689,752.208191,-5717.809082,,,,,,,,,,,,,,,,,,,,,
335,2.791667,960.803955,-73.364128,5791.481445,,,,-1600.800537,889.522461,-5636.392090,-1564.474731,976.195007,-5477.105957,-943.909363,754.369446,-5717.532227,,,,,,,,,,,,,,,,,,,,,
336,2.800000,960.827148,-73.351654,5791.470703,,,,-1600.994873,889.299683,-5634.722656,-1565.041504,975.904297,-5475.072754,-945.450378,756.450134,-5717.269531,,,,,,,,,,,,,,,,,,,,,
337,2.808333,960.740784,-73.403122,5791.310059,,,,-1601.438721,889.147766,-5633.230957,-1565.658447,975.510742,-5473.638184,-947.076843,758.588379,-5716.662598,,,,,,,,,,,,,,,,,,,,,
338,2.816667,960.812073,-73.332092,5791.472168,,,,-1601.790649,889.219543,-5631.776855,-1566.408813,975.381592,-5471.517578,-948.297607,760.300842,-5715.537598,,,,,,,,,,,,,,,,,,,,,
339,2.825000,960.821777,-73.341743,5791.490723,,,,-1602.229004,889.302063,-5630.032715,-1567.056763,974.991455,-5469.935547,-949.799744,762.336304,-5714.312500,,,,,,,,,,,,,,,,,,,,,
340,2.833333,960.744568,-73.395958,5791.306152,,,,-1602.588013,889.662476,-5628.359375,-1567.646118,974.829102,-5467.701172,-951.642883,764.598267,-5713.089355,,,,,,,,,,,,,,,,,,,,,
341,2.841667,960.616028,-73.590324,5791.107422,,,,-1603.312866,890.333435,-5626.901855,-1568.113159,974.566650,-5465.216797,-953.321899,766.578918,-5711.775391,,,,,,,,,,,,,,,,,,,,,
342,2.850000,960.844360,-73.346001,5791.485840,,,,-1603.597656,891.019470,-5625.280762,-1568.353882,974.074463,-5463.580566,-954.913940,768.558350,-5710.394043,,,,,,,,,,,,,,,,,,,,,
343,2.858333,960.824036,-73.339500,5791.501465,,,,-1603.837646,891.913452,-5623.771973,-1568.520752,973.642395,-5461.636719,-956.548218,770.611267,-5709.003418,,,,,,,,,,,,,,,,,,,,,
344,2.866667,960.749695,-73.383522,5791.326660,,,,-1604.045288,892.721985,-5622.305664,-1567.994263,973.436279,-5460.111816,-957.542603,772.598633,-5707.063477,,,,,,,,,,,,,,,,,,,,,
345,2.875000,960.602478,-73.594887,5791.114258,,,,-1604.046265,893.812805,-5621.161621,-1567.846436,973.222107,-5458.409668,-958.953430,774.758545,-5705.596680,,,,,,,,,,,,,,,,,,,,,
346,2.883333,960.836060,-73.320335,5791.479492,,,,-1603.817383,894.991150,-5620.246582,-1567.078857,972.457947,-5456.603027,-960.167969,777.022339,-5703.964844,,,,,,,,,,,,,,,,,,,,,
347,2.891667,960.789001,-73.379753,5791.353516,,,,-1603.062012,895.796326,-5619.692383,-1566.356323,972.195312,-5455.566895,-961.275757,779.273010,-5702.331055,,,,,,,,,,,,,,,,,,,,,
348,2.900000,960.813477,-73.326111,5791.488770,,,,-1602.327637,896.937500,-5619.388184,-1565.841675,971.986877,-5454.851562,-962.537231,781.650269,-5700.929688,,,,,,,,,,,,,,,,,,,,,
349,2.908333,960.769104,-73.388000,5791.329102,,,,-1601.015747,897.670410,-5619.380859,-1565.147461,972.156860,-5454.510254,-963.840698,784.356628,-5699.403320,,,,,,,,,,,,,,,,,,,,,
350,2.916667,960.610229,-73.579750,5791.129395,,,,-1599.843750,898.499695,-5619.832031,-1564.519775,972.314575,-5454.536133,-964.522156,786.488831,-5697.819824,,,,,,,,,,,,,,,,,,,,,
351,2.925000,960.802124,-73.340607,5791.482910,,,,-1598.258911,899.117432,-5620.385742,-1563.472168,972.806763,-5454.724609,-965.691650,789.317688,-5696.345215,,,,,,,,,,,,,,,,,,,,,
352,2.933333,960.835571,-73.338959,5791.491699,,,,-1596.652100,900.016541,-5621.216309,-1562.412720,973.457581,-5455.078125,-966.297119,791.642395,-5694.828125,,,,,,,,,,,,,,,,,,,,,
353,2.941667,960.804993,-73.363640,5791.493652,,,,-1595.202148,900.970642,-5622.328125,-1561.568237,973.873840,-5456.749023,-967.380676,794.552124,-5693.350098,,,,,,,,,,,,,,,,,,,,,
354,2.950000,960.817993,-73.349274,5791.505859,,,,-1593.371826,901.589539,-5623.518066,-1560.075928,974.896851,-5457.797363,-967.820557,796.962463,-5691.937500,,,,,,,,,,,,,,,,,,,,,
355,2.958333,960.814636,-73.347031,5791.495605,,,,-1591.480103,902.065491,-5625.134766,-1557.912109,975.883850,-5459.468262,-968.200439,799.669434,-5690.247070,,,,,,,,,,,,,,,,,,,,,
356,2.966667,960.759033,-73.416466,5791.322754,,,,-1589.595093,902.817444,-5626.802734,-1556.453735,976.864990,-5461.098145,-969.146240,802.420776,-5689.005859,,,,,,,,,,,,,,,,,,,,,
357,2.975000,960.830139,-73.340279,5791.479492,,,,-1587.973145,903.795715,-5629.110352,-1554.416260,977.834106,-5463.570801,-969.393616,805.150330,-5687.245605,,,,,,,,,,,,,,,,,,,,,
358,2.983333,960.767822,-73.389244,5791.342773,,,,-1586.154663,904.319092,-5631.449219,-1552.025391,979.119812,-5466.158691,-969.618347,807.733521,-5685.812988,,,,,,,,,,,,,,,,,,,,,
359,2.991667,960.820068,-73.358406,5791.504395,,,,-1584.153687,904.875854,-5633.822266,-1550.144775,980.207458,-5469.161621,-969.760132,810.464600,-5683.996094,,,,,,,,,,,,,,,,,,,,,
360,3.000000,960.833130,-73.330933,5791.499512,,,,-1582.196289,905.833191,-5636.378418,-1547.593384,981.373413,-5472.048828,-969.668945,813.055481,-5682.318848,,,,,,,,,,,,,,,,,,,,,
361,3.008333,960.811829,-73.365944,5791.479004,,,,-1579.828979,907.362976,-5639.605469,-1545.410767,982.288330,-5475.134277,-969.952393,816.014587,-5680.842285,,,,,,,,,,,,,,,,,,,,,
362,3.016667,960.802673,-73.340073,5791.494141,,,,-1577.675537,908.510498,-5642.792480,-1542.877075,983.412476,-5478.267090,-969.935364,818.837097,-5679.157227,,,,,,,,,,,,,,,,,,,,,
363,3.025000,960.819641,-73.343307,5791.496094,,,,-1575.260620,908.831360,-5646.043457,-1540.691528,984.386292,-5481.670898,-969.910339,821.615784,-5677.753906,,,,,,,,,,,,,,,,,,,,,
364,3.033333,960.829773,-73.338066,5791.487793,,,,-1572.871704,908.438721,-5648.880371,-1538.043945,985.684082,-5485.005371,-969.819092,824.534424,-5676.108887,,,,,,,,,,,,,,,,,,,,,
365,3.041667,960.746582,-73.385048,5791.320801,,,,-1570.286011,908.764587,-5652.110352,-1535.858398,986.871277,-5488.712891,-969.687927,827.563416,-5674.567871,,,,,,,,,,,,,,,,,,,,,
366,3.050000,960.818665,-73.338211,5791.496582,,,,-1567.547852,909.747131,-5655.713867,-1533.588257,988.522156,-5492.610352,-969.622070,830.365417,-5673.300781,,,,,,,,,,,,,,,,,,,,,
367,3.058333,960.806824,-73.319969,5791.491211,,,,-1564.926147,910.037598,-5659.396484,-1531.063477,989.789001,-5496.402832,-969.490112,833.494019,-5671.800781,,,,,,,,,,,,,,,,,,,,,
368,3.066667,960.820679,-73.303474,5791.483398,,,,-1562.423462,910.028076,-5662.668945,-1527.871582,990.711609,-5500.619141,-969.451233,836.311401,-5670.508789,,,,,,,,,,,,,,,,,,,,,
369,3.075000,960.830750,-73.334236,5791.490234,,,,-1559.917725,909.483765,-5666.083008,-1525.436157,991.875977,-5504.659668,-969.402527,839.448608,-5669.004883,,,,,,,,,,,,,,,,,,,,,
370,3.083333,960.826050,-73.323891,5791.486816,,,,-1557.414307,909.025330,-5669.257812,-1523.038574,993.509460,-5508.831055,-969.303467,842.433777,-5667.376465,,,,,,,,,,,,,,,,,,,,,
371,3.091667,960.828491,-73.338806,5791.499023,,,,-1554.753662,908.595642,-5672.734375,-1520.595581,994.836060,-5512.754883,-969.305786,845.351929,-5666.051758,,,,,,,,,,,,,,,,,,,,,
372,3.100000,960.807922,-73.366554,5791.479492,,,,-1551.990112,907.842285,-5676.082031,-1517.463135,995.455811,-5517.169922,-969.256226,848.406799,-5664.382812,,,,,,,,,,,,,,,,,,,,,
