Format Version,1.24,Take Name,Take 2025-10-06 09.59.46 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-10-06 09.59.46.167 AM,Capture Start Frame,118720,Total Frames in Take,1787,Total Exported Frames,1787,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
568,4.733333,960.808960,-73.342880,5791.491211,-1457.223022,774.663513,-5456.583008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,4.741667,960.800781,-73.335640,5791.507324,-1458.796509,775.029541,-5454.753906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,4.750000,960.819397,-73.345726,5791.505859,-1461.024414,775.665894,-5453.148926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,4.758333,960.810730,-73.317345,5791.497070,-1462.293701,775.587708,-5451.234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,4.766667,960.812500,-73.313034,5791.503906,-1463.524658,775.949219,-5449.786133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,4.775000,960.808289,-73.321213,5791.504395,-1464.390259,776.430481,-5448.456055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,4.783333,960.827393,-73.330185,5791.488281,-1465.418457,777.236755,-5447.433594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,4.791667,960.814819,-73.333000,5791.503418,-1465.632812,777.802002,-5446.479492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,4.800000,960.733826,-73.390907,5791.321777,-1465.248291,778.316833,-5445.820312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,4.808333,960.807312,-73.346054,5791.475098,-1464.772461,778.969116,-5445.582031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,4.816667,960.753052,-73.393059,5791.337891,-1464.189819,779.349854,-5445.457520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,4.825000,960.601318,-73.587715,5791.141602,-1463.581421,779.732483,-5445.335938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,4.833333,960.793396,-73.352974,5791.477539,-1463.117676,779.795288,-5445.606934,,,,-1459.707764,731.596497,-5469.222656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,4.841667,960.799377,-73.314087,5791.508301,-1462.370728,779.440002,-5446.039062,,,,-1459.031738,731.752197,-5469.644043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,4.850000,960.805908,-73.349380,5791.489746,-1460.643433,778.161682,-5446.152344,,,,-1458.996704,733.084229,-5470.832031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,4.858333,960.800171,-73.326347,5791.491211,-1460.342285,778.169739,-5447.133789,,,,-1457.372559,731.067017,-5472.146973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,4.866667,960.801270,-73.334358,5791.499512,-1459.584351,777.680725,-5449.353027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,4.875000,960.806946,-73.324463,5791.480469,-1457.561157,776.002686,-5450.827148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,4.883333,960.796997,-73.331863,5791.487305,-1455.886108,774.656372,-5453.193848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,4.891667,960.826782,-73.339767,5791.479004,-1454.739746,774.141541,-5456.011719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,4.900000,960.822754,-73.328613,5791.480957,-1453.130493,773.617065,-5457.992676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,4.908333,960.823364,-73.322037,5791.491699,-1452.744995,773.748657,-5460.587402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,4.916667,960.829834,-73.316887,5791.480957,-1452.351562,773.169373,-5461.123047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,4.925000,960.835388,-73.335533,5791.480469,-1451.320923,771.953552,-5461.430664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,4.933333,960.812439,-73.340591,5791.502441,-1451.263306,771.327942,-5462.306152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,4.941667,960.810242,-73.325180,5791.493652,-1452.091309,771.149475,-5462.126953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,4.950000,960.789490,-73.331635,5791.491699,-1453.181152,771.114807,-5461.523438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,4.958333,960.821777,-73.313377,5791.493652,-1453.709595,771.266724,-5461.069336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,4.966667,960.817444,-73.327438,5791.493652,-1454.027954,771.496704,-5460.570312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,4.975000,960.802124,-73.325287,5791.485352,-1455.237183,772.492859,-5460.288086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,4.983333,960.817871,-73.327805,5791.484863,-1455.110107,772.779968,-5459.875488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,4.991667,960.811096,-73.333054,5791.486816,-1454.782349,772.873047,-5460.150879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,5.000000,960.798889,-73.331360,5791.496582,-1455.218994,773.459290,-5461.334473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,5.008333,960.826599,-73.307426,5791.483887,-1453.424316,772.128418,-5462.697266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,5.016667,960.828247,-73.323120,5791.490234,-1453.520630,772.314514,-5465.495117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,5.025000,960.811035,-73.324615,5791.489258,-1453.016113,772.146362,-5466.596191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,5.033333,960.820618,-73.309120,5791.487793,-1453.225464,772.710022,-5467.891113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,5.041667,960.801086,-73.334106,5791.493652,-1452.921875,772.772583,-5468.970215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,5.050000,960.808960,-73.350433,5791.494629,-1453.169434,773.274841,-5470.225098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,5.058333,960.838501,-73.320152,5791.490723,-1453.043945,773.336121,-5471.389648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,5.066667,960.832458,-73.320183,5791.489746,-1453.766479,774.019104,-5472.718750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,5.075000,960.831055,-73.320160,5791.487793,-1453.542969,773.947754,-5473.165527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,5.083333,960.766663,-73.386528,5791.334473,-1453.569580,774.209656,-5473.525391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,5.091667,960.818237,-73.329147,5791.484863,-1453.534912,774.521484,-5473.703613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,5.100000,960.827942,-73.317520,5791.494141,-1453.311279,774.848083,-5473.645508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,5.108333,960.805420,-73.322853,5791.490723,-1453.537109,775.997864,-5473.816406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,5.116667,960.803223,-73.299324,5791.483887,-1452.466187,776.595459,-5473.695312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,5.125000,960.824829,-73.304176,5791.495117,-1451.435303,777.012939,-5473.790527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,5.133333,960.745850,-73.378296,5791.320312,-1450.265137,777.572388,-5474.076172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,5.141667,960.797546,-73.334930,5791.477539,-1448.914062,778.181519,-5473.920898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,5.150000,960.824341,-73.325142,5791.490234,-1447.142090,778.274231,-5474.920410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,5.158333,960.812012,-73.321571,5791.488281,-1446.300049,779.192871,-5476.447754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,5.166667,960.824280,-73.327568,5791.483887,-1444.917358,779.247375,-5477.736328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,5.175000,960.829346,-73.338448,5791.493164,-1443.903809,779.451782,-5478.841309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,5.183333,960.821350,-73.336563,5791.493652,-1443.028809,779.786865,-5480.027344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,5.191667,960.760437,-73.379044,5791.319336,-1442.795532,780.736206,-5481.360352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,5.200000,960.813049,-73.320930,5791.497070,-1442.660645,781.746094,-5482.257812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,5.208333,960.820557,-73.322754,5791.485352,-1442.122803,782.414978,-5482.922363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,5.216667,960.837341,-73.297089,5791.499023,-1442.603760,783.214600,-5483.864258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,5.225000,960.830261,-73.308052,5791.483887,-1442.319458,783.042175,-5484.482910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,5.233333,960.846985,-73.313286,5791.504883,-1442.145630,783.355774,-5484.876953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,5.241667,960.822632,-73.313911,5791.515137,-1442.784180,784.053833,-5485.787598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,5.250000,960.813599,-73.313950,5791.502930,-1442.094238,783.707031,-5487.248047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,5.258333,960.802429,-73.324585,5791.495117,-1442.414795,784.065674,-5488.884766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,5.266667,960.823425,-73.318748,5791.490234,-1441.558105,783.602844,-5490.226562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,5.275000,960.748962,-73.362595,5791.300293,-1441.666382,784.063110,-5491.903320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,5.283333,960.837830,-73.313988,5791.497070,-1440.787842,783.656372,-5493.219727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,5.291667,960.823486,-73.331909,5791.507324,-1440.087646,783.516052,-5494.573730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,5.300000,960.834717,-73.327339,5791.487305,-1439.584839,783.297485,-5495.838379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,5.308333,960.823975,-73.326172,5791.493652,-1440.104736,783.858704,-5496.771484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,5.316667,960.817627,-73.315346,5791.487305,-1440.395874,783.851135,-5496.959473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,5.325000,960.742004,-73.391182,5791.298828,-1440.916870,783.926086,-5496.910156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,5.333333,960.815552,-73.336418,5791.485840,-1441.492676,783.987610,-5496.598633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,5.341667,960.820557,-73.322716,5791.482422,-1442.416870,784.042175,-5496.048340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,5.350000,960.822754,-73.330803,5791.485840,-1443.743286,784.296631,-5495.538574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,5.358333,960.827515,-73.324593,5791.475098,-1445.072144,784.670837,-5494.498047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,5.366667,960.814209,-73.343323,5791.478516,-1446.485229,785.471008,-5493.541504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,5.375000,960.846802,-73.299049,5791.496094,-1447.557861,786.307251,-5492.555664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,5.383333,960.810425,-73.316132,5791.478027,-1448.124634,787.171265,-5491.474121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,5.391667,960.818237,-73.321503,5791.479980,-1449.684204,789.127380,-5491.250977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,5.400000,960.803162,-73.325775,5791.498535,-1448.450684,789.657349,-5490.213379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,5.408333,960.746155,-73.376839,5791.319824,-1447.821411,790.845642,-5489.791504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,5.416667,960.813416,-73.324997,5791.486328,-1448.879150,793.733704,-5490.910156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,5.425000,960.776184,-73.351875,5791.328613,-1448.944702,795.987488,-5491.745605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,5.433333,960.595886,-73.578407,5791.137207,-1450.189453,799.258789,-5493.643066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,5.441667,960.817932,-73.330040,5791.491211,-1450.932861,801.573181,-5495.294922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,5.450000,960.828430,-73.309547,5791.491699,-1452.817383,804.650208,-5497.292969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,5.458333,960.835449,-73.342232,5791.500977,-1455.333130,808.152649,-5499.325195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,5.466667,960.738647,-73.403336,5791.304199,-1458.129517,812.093201,-5501.545898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,5.475000,960.824036,-73.320328,5791.513184,-1461.728394,816.704041,-5504.233398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,5.483333,960.746948,-73.379425,5791.338379,-1465.515137,821.646118,-5507.154297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,5.491667,960.622314,-73.576195,5791.115723,-1469.296631,826.871948,-5510.240234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,5.500000,960.818665,-73.321701,5791.494629,-1473.858032,832.920288,-5514.202148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,5.508333,960.833862,-73.318535,5791.515625,-1477.089111,838.460327,-5517.804688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,5.516667,960.824768,-73.307648,5791.479492,-1481.750488,845.483154,-5523.475586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,5.525000,960.835754,-73.310150,5791.493164,-1485.009399,851.792847,-5528.554199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,5.533333,960.834961,-73.295265,5791.493652,-1487.639282,857.932556,-5534.779785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,5.541667,960.829834,-73.308884,5791.493164,-1489.650269,864.100159,-5541.192383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,5.550000,960.742554,-73.362556,5791.319336,-1491.645386,870.517456,-5548.412598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,5.558333,960.787659,-73.320015,5791.493652,-1493.781860,877.226746,-5555.920410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,5.566667,960.826904,-73.299965,5791.487305,-1494.841797,883.466431,-5562.467773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,5.575000,960.838989,-73.295052,5791.481445,-1495.353149,889.125427,-5569.717285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,5.583333,960.825012,-73.311012,5791.485840,-1495.522827,894.891174,-5577.021973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,5.591667,960.839966,-73.312019,5791.489258,-1496.166504,900.713379,-5583.944824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,5.600000,960.823181,-73.327011,5791.482910,-1496.846436,906.662170,-5590.275879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,5.608333,960.805481,-73.325241,5791.479492,-1497.652344,912.601807,-5596.073242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,5.616667,960.818237,-73.333870,5791.481934,-1497.250854,918.114014,-5600.862793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,5.625000,960.739502,-73.400963,5791.299805,-1496.842773,923.561340,-5605.218262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,5.633333,960.825256,-73.323334,5791.473633,-1496.052734,929.054626,-5608.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,5.641667,960.827759,-73.319962,5791.499023,-1494.282471,933.824463,-5611.826660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,5.650000,960.820618,-73.324348,5791.481445,-1492.801880,938.970215,-5613.760742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,5.658333,960.818542,-73.321892,5791.494141,-1491.346680,944.526794,-5614.750977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,5.666667,960.833740,-73.319603,5791.493164,-1488.736450,949.018433,-5614.575684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,5.675000,960.850159,-73.319519,5791.491699,-1485.362549,952.718811,-5612.911621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,5.683333,960.734131,-73.405617,5791.330078,-1482.964355,956.737061,-5610.758301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,5.691667,960.800415,-73.329681,5791.482910,-1480.846558,960.674805,-5607.671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,5.700000,960.763611,-73.346031,5791.337402,-1478.210571,964.061096,-5603.174805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,5.708333,960.590515,-73.583130,5791.154297,-1476.943726,968.297791,-5598.382812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,5.716667,960.824585,-73.318390,5791.500000,-1475.373535,972.334534,-5591.885742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,5.725000,960.813477,-73.305313,5791.500000,-1473.461548,975.875183,-5584.520508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,5.733333,960.831665,-73.318207,5791.498535,-1473.723145,980.602844,-5577.532715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,5.741667,960.827148,-73.328728,5791.498047,-1471.168823,983.088989,-5568.437500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,5.750000,960.811768,-73.322701,5791.499512,-1470.967163,986.596619,-5559.966309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,5.758333,960.830322,-73.314804,5791.497559,-1473.070068,991.123047,-5551.365234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,5.766667,960.741760,-73.394798,5791.333008,-1474.542969,994.353577,-5542.420410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,5.775000,960.807251,-73.342865,5791.478027,-1475.977295,996.957886,-5533.558594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,5.783333,960.760864,-73.389221,5791.320312,-1478.058594,999.164795,-5524.729980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
