Format Version,1.24,Take Name,Take 2025-10-06 09.48.31 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-10-06 09.48.31.906 AM,Capture Start Frame,37805,Total Frames in Take,719,Total Exported Frames,719,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
128,1.066667,960.082947,-74.145378,5791.332520,-395.260376,1066.943237,-5441.269531,1476.907715,-521.012817,-6241.663574,,,,-409.288666,1044.452759,-5440.357910,-1720.286865,1683.941162,-594.926514,,,,,,,,,,155.222672,1377.173096,-2281.447998,,,,135.316025,1332.923218,-2289.747803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1.075000,960.168945,-74.049393,5791.238281,-394.708618,1067.840942,-5447.069824,1477.133301,-521.114014,-6241.477539,,,,-406.930969,1045.887573,-5445.579102,-1710.118530,1683.708008,-559.940857,,,,,,,,,,161.223160,1374.780884,-2275.435791,,,,141.489975,1330.479492,-2284.581055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1.083333,960.532715,-73.679214,5791.134766,-390.769073,1070.086670,-5451.961914,1477.250977,-521.096436,-6241.400879,,,,-404.344818,1047.348877,-5450.787598,-1699.845337,1683.052368,-525.927490,,,,,,,,,,167.071365,1371.826904,-2269.766602,,,,147.067810,1327.858765,-2279.475098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1.091667,960.062073,-74.155388,5791.367676,-387.556824,1071.458496,-5456.943359,1477.593628,-521.094116,-6241.690918,,,,-402.643005,1048.971436,-5455.918945,-1689.412720,1682.701660,-489.472015,,,,,,,,,,173.401489,1368.754883,-2264.643799,,,,152.910248,1325.078857,-2274.543701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1.100000,960.046875,-74.154434,5791.379395,-384.611420,1072.738770,-5462.158691,1475.791504,-521.915405,-6242.178711,,,,-400.003906,1050.171265,-5460.999023,-1678.356689,1681.288574,-455.222107,,,,,,,,,,179.214462,1365.394531,-2260.154053,,,,158.487030,1321.358276,-2270.049072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1.108333,960.660889,-73.505424,5791.317383,-382.328857,1074.006104,-5467.467773,1475.553101,-521.997437,-6242.321289,,,,-397.890656,1050.959839,-5466.003418,-1668.515381,1680.309326,-415.996094,,,,,,,,,,184.669250,1361.577515,-2255.518555,,,,164.145416,1317.291016,-2265.222168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,1.116667,960.690247,-73.486511,5791.351074,-381.001282,1075.058838,-5472.337891,1475.772339,-521.845154,-6242.210938,,,,-395.975098,1053.154785,-5470.916992,-1657.692383,1679.258911,-380.941498,,,,,,,,,,190.270370,1357.244873,-2250.662842,,,,169.452682,1312.991699,-2260.958740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1.125000,960.181580,-74.029449,5791.272949,-378.721191,1076.329102,-5477.571777,1475.892334,-521.916077,-6242.147949,,,,-394.725861,1054.408447,-5475.607910,-1647.586670,1678.174316,-346.378510,,,,,,,,,,195.380432,1352.296631,-2245.614502,,,,174.543533,1308.568359,-2256.997803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1.133333,960.056885,-74.172668,5791.279297,-376.605499,1077.319458,-5482.898438,1475.916138,-521.919556,-6242.136719,,,,-391.322388,1055.156494,-5480.635254,-1637.343384,1677.382690,-312.101898,,,,,,,,,,200.284470,1347.157349,-2240.748047,,,,179.676575,1303.147827,-2252.668457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1.141667,960.532654,-73.699539,5791.218262,-375.239136,1078.151733,-5488.210938,1475.947876,-521.945190,-6242.142578,,,,-388.479156,1055.562378,-5485.471191,-1624.354004,1678.264282,-285.023010,,,,,,,,,,206.556549,1340.615356,-2237.150391,,,,184.288818,1297.419067,-2248.013184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,1.150000,960.055603,-74.155357,5791.389648,-373.006470,1078.679443,-5493.175293,1475.944336,-522.028625,-6242.106445,,,,-385.825775,1056.241333,-5490.227051,-1615.288452,1676.002808,-251.639969,,,,,,,,,,211.159485,1333.578857,-2232.991699,,,,188.868805,1291.632080,-2244.772949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1.158333,960.710999,-73.483742,5791.364746,-369.306671,1079.477295,-5497.722168,1475.937134,-521.998535,-6242.125488,,,,-384.241394,1057.967651,-5494.708984,-1604.518677,1673.413574,-212.688385,,,,,,,,,,216.539581,1326.831543,-2229.214111,,,,192.760544,1287.676758,-2237.516113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1.166667,960.719238,-73.475471,5791.341797,-366.717621,1079.690796,-5502.455078,1476.292603,-521.337341,-6242.073242,,,,-381.717285,1058.400391,-5499.265625,-1592.939819,1669.650269,-176.343918,,,,,,,,,,221.640701,1320.188721,-2225.250732,,,,196.956741,1282.105225,-2232.219727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1.175000,960.076172,-74.166611,5791.357422,-364.466858,1079.805664,-5507.236816,1475.793823,-521.813354,-6242.291992,,,,-379.492615,1058.727417,-5503.393066,-1581.614746,1666.354858,-143.757462,,,,,,,,,,226.097717,1311.775146,-2221.206543,,,,201.815048,1274.247314,-2234.215820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1.183333,960.758545,-73.442886,5791.530273,-360.843414,1080.598145,-5511.547363,1475.881714,-521.560608,-6242.270508,,,,-377.351135,1059.446167,-5507.617188,-1570.821533,1664.135742,-110.160759,,,,,,,,,,230.761505,1302.754395,-2217.458740,,,,206.129959,1265.888306,-2231.505615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1.191667,960.736938,-73.444992,5791.421875,-357.912567,1079.912231,-5515.978516,1476.385986,-520.989746,-6242.116211,,,,,,,-1560.609863,1661.557007,-77.869896,,,,,,,,,,236.078522,1293.855103,-2214.038330,,,,210.373352,1258.352173,-2224.838379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1.200000,960.762390,-73.437599,5791.493652,-353.721832,1079.713989,-5519.745117,1475.699463,-521.851440,-6242.332520,,,,,,,-1549.059448,1659.282715,-43.729725,,,,,,,,,,240.402863,1284.839111,-2210.437500,,,,214.964737,1249.429932,-2223.843262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1.208333,960.463379,-73.708237,5791.479980,-350.438690,1078.902466,-5523.752930,1475.734253,-522.124878,-6242.282227,,,,,,,-1536.772583,1656.728760,-11.489729,,,,,,,,,,245.429688,1275.016235,-2207.736816,,,,218.360535,1240.131592,-2224.594727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1.216667,960.180054,-74.048569,5791.232422,-346.188416,1078.781616,-5527.632324,1475.938232,-522.053406,-6242.164062,,,,,,,-1526.151489,1653.583374,19.714445,,,,,,,,,,249.263031,1265.484131,-2204.645752,,,,222.809113,1230.820801,-2223.105225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1.225000,960.528564,-73.707817,5791.112305,-343.022797,1077.814087,-5531.446289,1476.015137,-521.947266,-6242.144043,,,,,,,-1513.936157,1650.427612,53.132355,,,,,,,,,,253.661728,1255.195679,-2203.712158,,,,226.196411,1221.736572,-2221.286133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1.233333,960.212158,-74.035309,5791.241699,-340.705872,1076.703735,-5535.316895,1475.942017,-521.958191,-6242.197754,,,,,,,-1503.904175,1647.698975,84.452499,,,,,,,,,,257.814667,1244.290649,-2201.778076,,,,229.605347,1214.853760,-2220.301270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1.241667,960.198914,-74.026985,5791.234863,-337.291473,1076.330078,-5538.981934,1475.940796,-521.943054,-6242.206543,,,,,,,-1490.341553,1644.465210,117.380257,,,,,,,,,,260.562164,1233.138062,-2198.433594,,,,233.818832,1201.895264,-2218.377686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1.250000,960.546997,-73.702652,5791.166016,-333.325012,1075.641479,-5542.018555,1475.951538,-521.983032,-6242.200195,,,,,,,-1479.390625,1641.459961,149.643890,,,,,,,,,,264.136383,1221.089355,-2194.028076,,,,238.400253,1191.210083,-2217.034912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1.258333,960.049194,-74.170296,5791.358887,-329.584259,1074.617798,-5545.143066,1475.993530,-522.064026,-6242.165039,,,,,,,-1466.851440,1637.177124,182.581940,,,,,,,,,,263.356781,1206.951294,-2187.973145,,,,241.472687,1179.790039,-2216.517578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1.266667,960.700623,-73.499481,5791.354004,-326.072723,1073.366333,-5548.093750,1476.011475,-522.038452,-6242.146484,,,,,,,-1454.738892,1632.785034,214.163757,,,,,,,,,,264.454407,1194.880493,-2183.534180,,,,245.546417,1170.172974,-2213.145020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,1.275000,960.345032,-73.834045,5791.440430,-322.978821,1072.497070,-5550.668457,1475.991699,-522.076721,-6242.177734,,,,,,,-1442.164551,1628.139893,246.195496,,,,,,,,,,266.369629,1182.405273,-2180.740234,,,,248.426849,1165.932007,-2211.232666,-1516.479248,1572.151123,71.919456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1.283333,960.175720,-74.041061,5791.256836,-319.386688,1071.602905,-5552.948730,1475.989868,-522.074524,-6242.170898,,,,,,,-1429.704712,1624.082153,277.300812,,,,,,,,,,269.723724,1170.204712,-2180.454346,,,,251.014771,1162.122070,-2209.514648,-1505.196289,1566.765381,93.337318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1.291667,960.190857,-74.050674,5791.146484,-316.387939,1069.946167,-5555.965332,1475.998047,-522.074524,-6242.134766,,,,,,,-1417.125610,1618.780151,310.291962,,,,,,,,,,279.022858,1153.391357,-2179.257568,,,,,,,-1493.058228,1565.415039,135.695450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1.300000,960.546204,-73.701889,5791.081055,-314.204071,1068.645630,-5558.692871,1476.001953,-522.052673,-6242.138184,,,,,,,-1405.171631,1613.542114,342.074432,,,,,,,,,,289.801392,1138.041382,-2177.665771,,,,,,,-1482.382446,1555.322021,167.679077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,1.308333,960.183472,-74.048416,5791.243164,-311.944641,1066.902100,-5561.320801,1475.994873,-522.085693,-6242.128418,,,,,,,-1392.612671,1607.732544,373.777466,,,,,,,,,,295.334442,1123.548340,-2174.608154,,,,,,,-1472.272461,1549.454468,203.996384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1.316667,960.038330,-74.176315,5791.333008,-310.169342,1065.652710,-5563.454590,1476.024048,-522.111816,-6242.109863,,,,,,,-1380.010986,1601.506104,405.354340,,,,,,,,,,299.446411,1110.174805,-2172.609375,,,,,,,-1461.037476,1544.804443,234.724014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,1.325000,960.040161,-74.186325,5791.340820,-307.028320,1062.995728,-5566.088867,1476.033813,-522.126282,-6242.062988,,,,,,,-1367.483032,1595.572998,436.606018,,,,,,,,,,302.294708,1094.962036,-2172.743896,,,,,,,-1445.840942,1541.682617,261.205780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1.333333,960.176941,-74.049469,5791.214844,-303.917572,1059.740845,-5568.334961,1476.045166,-522.096985,-6242.060059,,,,,,,-1355.156250,1589.236206,468.527924,,,,,,,,,,306.240601,1081.138794,-2174.350830,,,,,,,-1433.840454,1536.056641,292.844940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,1.341667,960.051819,-74.174774,5791.298340,-301.577484,1057.017944,-5570.338867,1476.058960,-522.051147,-6242.096680,,,,,,,-1342.767700,1582.426758,500.226868,,,,,,,,,,310.003571,1066.640747,-2175.025879,,,,,,,-1421.428955,1530.876587,324.195221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1.350000,960.063904,-74.163628,5791.333496,-299.766724,1054.794800,-5572.062012,1476.024902,-522.048950,-6242.112305,,,,,,,-1331.364380,1575.554077,530.755310,,,,,,,,,,313.749939,1050.845581,-2174.353271,,,,,,,-1407.381104,1526.062988,352.993652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,1.358333,960.755066,-73.463371,5791.508789,-298.468323,1052.259766,-5573.392578,1476.356567,-521.357910,-6242.045410,,,,,,,-1318.261230,1567.133789,562.657166,,,,,,,,,,316.902924,1034.899780,-2172.439453,,,,,,,-1394.448242,1519.263428,382.753906,286.382965,1035.928955,-2204.239990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1.366667,960.560608,-73.644539,5791.546875,-297.041962,1050.000488,-5574.626953,1475.853149,-521.921143,-6242.220703,,,,,,,-1306.222168,1559.083618,593.938782,,,,,,,,,,321.376251,1019.979370,-2171.585693,,,,,,,-1382.589966,1513.503418,415.129028,289.272766,1028.214844,-2208.223633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1.375000,960.044495,-74.161186,5791.393555,-296.163818,1047.579834,-5575.280762,1475.868530,-522.110535,-6242.173340,,,,,,,-1293.609253,1552.694336,625.057861,,,,,,,,,,325.186249,1004.080627,-2170.572754,,,,,,,-1383.308472,1511.830322,446.846954,291.917542,1016.560791,-2209.697754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1.383333,960.034363,-74.188332,5791.322754,-295.309448,1045.652100,-5575.713867,1476.016113,-522.181519,-6242.051270,,,,,,,-1279.708984,1544.586060,656.063171,,,,,,,,,,323.679565,988.205688,-2166.701904,,,,,,,-1383.954224,1510.327026,475.343536,296.159058,1003.117065,-2207.140137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1.391667,960.062317,-74.178085,5791.322754,-294.816559,1043.710571,-5575.826172,1476.053345,-522.197632,-6242.026367,,,,,,,-1266.525269,1536.662354,687.067932,,,,,,,,,,321.349274,973.371765,-2166.386475,,,,,,,-1375.917847,1492.613770,510.208130,302.033112,989.269653,-2206.475098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1.400000,960.045227,-74.160873,5791.335938,-294.453857,1041.459839,-5575.667969,1475.975830,-522.058594,-6241.619629,,,,,,,-1254.063477,1528.567017,717.661621,,,,,,,,,,327.376801,956.636230,-2163.733643,,,,,,,,,,307.146637,975.317932,-2204.928467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,1.408333,960.163391,-74.047058,5791.235840,-293.893219,1039.368652,-5575.126465,1476.048950,-522.111023,-6242.054199,,,,,,,-1240.902344,1519.623535,748.842590,,,,,,,,,,332.428436,939.857605,-2161.375977,,,,,,,,,,311.581940,958.875916,-2201.092041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1.416667,960.046387,-74.151474,5791.316895,-293.458160,1037.321411,-5574.511230,1476.010132,-522.039856,-6241.580566,,,,,,,-1227.605835,1512.539917,779.490112,,,,,,,,,,336.804688,923.725098,-2157.382324,,,,,,,,,,316.000763,942.829285,-2199.366211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1.425000,960.057312,-74.163994,5791.340332,-292.986206,1036.077515,-5573.775879,1476.006104,-522.060669,-6241.604980,,,,,,,-1212.706787,1503.430664,809.733032,,,,,,,,,,,,,,,,,,,,,,320.143951,924.637146,-2194.502686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1.433333,960.027893,-74.157143,5791.354980,-293.139648,1033.143921,-5571.349609,1476.010498,-522.013855,-6241.604980,,,,,,,-1200.952881,1495.006592,840.598877,,,,,,,,,,,,,,,,,,,,,,323.508759,905.473755,-2189.813232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1.441667,960.183105,-74.036407,5791.225098,-294.043732,1031.278687,-5568.758789,1475.972900,-522.065063,-6241.626465,,,,,,,-1186.982544,1484.473389,871.749390,,,,,,,,,,,,,,,,,,,,,,327.210297,887.321472,-2185.014404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1.450000,960.531738,-73.696587,5791.106445,-295.289978,1029.330200,-5565.023926,1475.951050,-522.125427,-6241.629395,,,,,,,-1174.135864,1473.865967,903.385010,,,,,,,,,,,,,,,,,,,,,,333.355408,866.165466,-2181.537598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1.458333,960.748779,-73.451340,5791.517090,-295.813599,1029.635864,-5562.892578,1476.005615,-522.081543,-6241.591309,,,,,,,-1161.641602,1464.466797,933.747559,,,,,,,,,,,,,,,,,,,,,,339.530609,844.301758,-2177.325684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1.466667,960.773987,-73.428108,5791.529785,-298.080017,1027.783936,-5556.839844,1476.050415,-522.199036,-6242.022461,,,,,,,-1146.016846,1457.961670,963.090942,,,,,,,,,,,,,,,,,,,,,,344.749786,822.603882,-2175.237793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1.475000,960.204773,-74.027931,5791.335938,-299.333923,1028.458984,-5552.457031,1476.045532,-522.062012,-6241.566406,,,,,,,-1128.973633,1449.649170,993.296265,,,,,,,,,,,,,,,,,,,,,,349.566437,801.150269,-2174.342529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1.483333,960.566162,-73.683662,5791.208008,-301.521790,1029.396484,-5547.002441,1476.066528,-522.152039,-6242.005859,,,,,,,-1115.318726,1440.120728,1023.095825,,,,,,,,,,,,,,,,,,,,,,354.012848,779.036072,-2174.132568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1.491667,960.779053,-73.433914,5791.483887,-303.904449,1030.450928,-5539.691895,1476.018311,-522.061768,-6241.570312,,,,,,,-1100.998535,1429.843018,1053.788696,,,,,,,,,,,,,,,,,,,,,,358.685089,755.118408,-2172.105469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1.500000,960.781616,-73.432755,5791.503418,-307.281219,1032.149780,-5531.025391,1476.046509,-522.085815,-6241.547363,,,,,,,-1087.549927,1419.462036,1084.057861,,,,,,,,,,,,,,,,,,,,,,363.203552,730.546814,-2169.924805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1.508333,960.769104,-73.432663,5791.486816,-310.136414,1035.485962,-5522.041992,1476.061401,-522.103943,-6241.535645,,,,,,,-1073.699097,1408.829102,1114.207275,,,,,,,,,,,,,,,,,,,,,,368.345581,704.824341,-2168.014648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1.516667,960.212463,-74.016693,5791.311035,-313.329254,1040.108154,-5512.082520,1476.004395,-522.090149,-6241.556152,,,,,,,-1060.595459,1397.833618,1144.546509,,,,,,,,,,,,,,,,,,,,,,373.199402,678.275574,-2166.413086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,1.525000,960.790710,-73.421104,5791.509766,-318.394135,1044.730957,-5498.676270,1476.030151,-522.068665,-6241.543457,,,,,,,-1045.978638,1387.245239,1175.000000,,,,,,,,,,,,,,,,,,,,,,377.924225,651.470825,-2165.051270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,1.533333,960.790222,-73.409096,5791.514160,-323.029175,1051.348022,-5484.708984,1476.055908,-522.049011,-6241.558594,,,,,,,-1031.702759,1375.760864,1205.250122,,,,,,,,,,,,,,,,,,,,,,382.158569,624.169678,-2164.037354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1.541667,960.767761,-73.422714,5791.492676,-328.120026,1060.521973,-5469.221191,1476.034424,-522.078369,-6241.546387,,,,,,,-1019.015686,1364.401855,1236.152710,,,,,,,,,,,,,,,,,,,,,,386.525208,595.179321,-2163.155273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,1.550000,960.187683,-74.029366,5791.289062,-334.654297,1070.091553,-5450.562988,1476.107544,-521.996887,-6241.475586,,,,,,,-1003.359436,1353.455444,1266.740479,,,,,,,,,,,,,,,,,,,,,,391.194550,566.212036,-2162.414795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,1.558333,960.038513,-74.164413,5791.269531,-342.875854,1081.598389,-5427.556152,1476.082275,-522.065796,-6241.520508,,,,,,,-988.605164,1342.591431,1295.702271,,,,,,,,,,,,,,,,,,,,,,395.378754,536.376648,-2162.257812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1.566667,960.756409,-73.428108,5791.500000,-352.207428,1094.782349,-5402.675293,1476.133301,-522.031799,-6241.479492,,,,,,,-974.329407,1330.404907,1326.496826,,,,,,,,,,,,,,,,,,,,,,399.442474,506.008148,-2162.519531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,1.575000,960.740295,-73.423111,5791.424805,-361.778381,1112.660767,-5372.667480,1476.117432,-522.041260,-6241.458008,,,,,,,-960.473572,1317.662720,1357.137329,,,,,,,,,,,,,,,,,,,,,,402.898346,474.917328,-2162.961426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,1.583333,960.768188,-73.437111,5791.499023,-371.772339,1135.793701,-5337.888184,1476.100342,-522.013245,-6241.479980,,,,,,,-945.058777,1306.499512,1386.934326,,,,,,,,,,,,,,,,,,,,,,406.319122,443.831940,-2163.812500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1.591667,960.471680,-73.711769,5791.474121,-379.690369,1161.701782,-5296.304199,1476.150391,-521.978455,-6241.449707,,,,,,,-930.429993,1294.561890,1417.255859,,,,,,,,,,,,,,,,,,,,,,409.197876,411.672882,-2164.640381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1.600000,960.067871,-74.161194,5791.359863,-388.767212,1190.459106,-5248.895508,1476.178711,-521.961914,-6241.413574,,,,,,,-914.296936,1282.891479,1447.268188,,,,,,,,,,,,,,,,,,,,,,411.701477,379.408813,-2166.631104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1.608333,960.534302,-73.702652,5791.199707,-396.242126,1217.995361,-5195.634277,1476.117188,-522.006531,-6241.461426,,,,,,,-898.996338,1270.647095,1476.876709,,,,,,,,,,,,,,,,,,,,,,413.725006,346.661011,-2168.326416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
