,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 2020,Unlabeled 2020,Unlabeled 2020,Unlabeled 2021,Unlabeled 2021,Unlabeled 2021,Unlabeled 2022,Unlabeled 2022,Unlabeled 2022,Unlabeled 2023,Unlabeled 2023,Unlabeled 2023,Unlabeled 2042,Unlabeled 2042,Unlabeled 2042,Unlabeled 2239,Unlabeled 2239,Unlabeled 2239,Unlabeled 2265,Unlabeled 2265,Unlabeled 2265,Unlabeled 2266,Unlabeled 2266,Unlabeled 2266
,ID,"6A7F5C26D7A29011F0","6A7F5C26D7A29011F0","6A7F5C26D7A29011F0","15567F5C26D7A29011F0","15567F5C26D7A29011F0","15567F5C26D7A29011F0","155C7F5C26D7A29011F0","155C7F5C26D7A29011F0","155C7F5C26D7A29011F0","155E7F5C26D7A29011F0","155E7F5C26D7A29011F0","155E7F5C26D7A29011F0","15717F5C26D7A29011F0","15717F5C26D7A29011F0","15717F5C26D7A29011F0","164B7F5C26D7A29011F0","164B7F5C26D7A29011F0","164B7F5C26D7A29011F0","16657F5C26D7A29011F0","16657F5C26D7A29011F0","16657F5C26D7A29011F0","16667F5C26D7A29011F0","16667F5C26D7A29011F0","16667F5C26D7A29011F0"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
71,0.591667,960.776794,-73.413086,5791.488281,-174.399460,997.656616,-5202.463867,-2454.650146,963.967102,-5611.844238,-2476.498047,1057.532959,-5429.679688,,,,,,,,,,,,
72,0.600000,960.743164,-73.414124,5791.503906,-173.578232,999.015137,-5202.652344,-2449.443115,959.610840,-5614.649414,-2470.839111,1056.795288,-5434.589355,,,,,,,,,,,,
73,0.608333,960.200928,-74.018814,5791.310547,-172.435684,1000.410339,-5202.747559,-2444.087402,955.297180,-5617.332520,-2465.911865,1056.341553,-5438.563477,,,,,,,,,,,,
74,0.616667,960.795349,-73.393631,5791.521484,-171.548096,1001.897217,-5202.669434,-2438.430420,951.045593,-5619.999023,-2462.551514,1057.052368,-5442.846680,,,,,,,,,,,,
75,0.625000,960.784973,-73.409187,5791.514160,-171.130829,1003.621094,-5202.364746,-2432.581299,946.879700,-5622.158691,-2458.516602,1057.423584,-5447.031250,,,,,,,,,,,,
76,0.633333,960.198853,-74.011940,5791.313965,-169.659988,1004.930847,-5202.551758,-2426.718262,944.731384,-5621.710938,-2454.120117,1057.092041,-5450.354004,,,,,,,,,,,,
77,0.641667,960.558960,-73.665070,5791.189453,-168.691452,1006.188171,-5202.477539,-2420.577637,940.798523,-5623.153320,-2450.454590,1057.075439,-5454.799805,,,,,,,,,,,,
78,0.650000,960.775330,-73.403717,5791.476074,-168.221207,1008.439880,-5202.299316,-2414.504883,936.802917,-5624.882812,-2446.337646,1056.653564,-5458.506348,,,,,,,,,,,,
79,0.658333,960.776489,-73.422379,5791.500000,-167.402115,1009.720703,-5202.276367,-2408.562744,933.485962,-5625.747070,-2442.219971,1055.658447,-5461.479492,,,,,,,,,,,,
80,0.666667,960.767151,-73.411324,5791.463379,-166.258224,1011.308777,-5202.002441,-2403.587891,929.452271,-5626.855469,-2437.629395,1054.405518,-5464.248047,,,,,,,,,,,,
81,0.675000,960.787354,-73.397888,5791.473633,-165.581635,1013.281494,-5201.964844,-2398.522705,924.729858,-5627.668457,-2433.830811,1053.738403,-5467.063965,,,,,,,,,,,,
82,0.683333,960.804016,-73.397064,5791.467773,-164.944901,1014.911743,-5201.979492,-2393.893311,920.362061,-5628.326172,-2429.101074,1052.174683,-5469.879395,,,,,,,,,,,,
83,0.691667,960.773438,-73.420952,5791.467773,-164.004166,1016.784058,-5202.003906,-2389.477539,916.376404,-5628.315918,-2424.855957,1051.274536,-5472.149414,,,,,,,,,,,,
84,0.700000,960.790100,-73.428810,5791.479492,-163.636642,1018.770081,-5201.812500,-2385.230713,912.385620,-5627.855469,-2420.656494,1049.697144,-5473.861816,,,,,,,,,,,,
85,0.708333,960.793823,-73.445694,5791.477051,-162.936096,1020.520203,-5202.083984,-2380.911133,910.233521,-5625.303711,-2416.238037,1048.214844,-5474.727051,,,,,,,,,,,,
86,0.716667,960.800842,-73.412582,5791.502930,-162.092651,1022.561646,-5202.437500,-2376.538574,907.186707,-5624.069336,-2412.782715,1047.304321,-5475.482910,,,,,,,,,,,,
87,0.725000,960.775452,-73.433472,5791.503906,-161.450668,1024.228882,-5202.721680,,,,-2408.845947,1045.783936,-5475.634277,,,,,,,,,,,,
88,0.733333,960.710938,-73.462036,5791.325684,-160.547195,1026.086304,-5202.920410,,,,-2405.252930,1044.907349,-5475.377930,,,,,,,,,,,,
89,0.741667,960.564697,-73.672218,5791.133301,-159.654266,1028.321045,-5203.325684,,,,-2401.506836,1043.618652,-5474.106445,,,,,,,,,,,,
90,0.750000,960.774292,-73.423462,5791.508301,-158.679916,1030.170654,-5203.609863,,,,-2398.503906,1042.896729,-5472.511719,,,,,,,,,,,,
91,0.758333,960.770203,-73.410774,5791.513184,-157.935669,1032.364014,-5204.308105,,,,-2394.744873,1041.830200,-5469.957031,,,,,,,,,,,,
92,0.766667,960.753601,-73.408966,5791.511230,-157.514572,1034.629150,-5204.698730,,,,-2391.347168,1041.346436,-5466.651367,,,,,,,,,,,,
93,0.775000,960.751404,-73.436745,5791.513184,-155.980713,1036.548950,-5205.774902,,,,-2388.046631,1040.902466,-5463.090332,,,,,,,,,,,,
94,0.783333,960.755920,-73.432518,5791.504395,-155.205856,1038.724976,-5206.448242,,,,-2384.579102,1040.374878,-5458.367676,,,,,,,,,,,,
95,0.791667,960.689026,-73.497147,5791.337891,-154.418625,1040.657715,-5207.175781,,,,-2381.165039,1040.730469,-5453.354980,,,,,,,,,,,,
96,0.800000,960.766663,-73.439606,5791.507812,-153.948029,1043.164185,-5208.607910,,,,-2377.858154,1041.338745,-5447.543945,,,,,,,,,,,,
97,0.808333,960.760254,-73.408287,5791.508301,-152.945465,1045.417358,-5209.522461,,,,-2374.527344,1042.195068,-5440.931641,,,,,,,,,,,,
98,0.816667,960.775940,-73.425758,5791.508789,-152.398636,1047.983643,-5210.851074,,,,-2371.217285,1043.443970,-5433.626953,,,,,,,,,,,,
99,0.825000,960.764709,-73.431389,5791.499512,-151.693008,1050.222046,-5212.344727,,,,-2367.436523,1045.147583,-5424.818848,,,,,,,,,,,,
100,0.833333,960.763489,-73.430908,5791.504395,-151.332748,1052.566162,-5214.061523,,,,-2363.467285,1047.000732,-5415.466797,,,,,,,,,,,,
101,0.841667,960.218262,-74.033356,5791.298828,-150.161423,1054.879639,-5216.020508,,,,-2359.446777,1049.546265,-5404.460938,,,,,,,,,,,,
102,0.850000,960.778076,-73.442947,5791.512695,-150.162552,1057.920532,-5218.046387,,,,-2355.729736,1053.119263,-5392.711914,,,,,,,,,,,,
103,0.858333,960.737061,-73.427887,5791.399414,-149.365784,1060.552979,-5220.723145,,,,-2351.486084,1056.920166,-5379.352051,,,,,,,,,,,,
104,0.866667,960.595032,-73.661423,5791.170410,-149.064087,1063.340698,-5223.299805,,,,-2347.968018,1061.972168,-5364.531250,,,,,,,,,,,,
105,0.875000,960.772034,-73.436745,5791.480957,-148.404709,1066.073975,-5226.438477,,,,-2344.225342,1067.627319,-5348.174316,,,,,,,,,,,,
106,0.883333,960.756653,-73.457916,5791.504883,-148.378204,1069.160889,-5229.687012,,,,-2340.477783,1073.848267,-5329.357910,,,,,,,,,,,,
107,0.891667,960.768433,-73.428543,5791.488281,-148.099136,1071.937012,-5233.585449,,,,-2334.889648,1081.026855,-5307.326172,,,,,,,,,,,,
108,0.900000,960.765869,-73.423744,5791.511230,-147.744812,1074.756348,-5237.501465,,,,-2329.263916,1089.282227,-5281.801270,,,,,,,,,,,,
109,0.908333,960.768860,-73.394310,5791.491211,-147.635681,1077.847168,-5241.915527,,,,-2324.529053,1099.815430,-5251.264160,,,,,,,,,,,,
110,0.916667,960.747498,-73.400650,5791.492188,-147.368698,1080.390869,-5246.210449,,,,-2320.510742,1113.726318,-5214.598145,,,,,,,,,,,,
111,0.925000,960.735229,-73.400284,5791.508301,-147.898148,1083.457031,-5250.755371,,,,-2319.084473,1130.021240,-5171.060059,,,,,,,,,,,,
112,0.933333,960.763794,-73.402168,5791.492676,-147.851791,1086.283936,-5255.591309,,,,-2313.791016,1149.828735,-5117.348633,,,,,,,,,,,,
113,0.941667,960.763550,-73.433327,5791.488281,-147.747620,1089.076294,-5260.725098,,,,-2302.302734,1160.709106,-5058.088867,,,,,,,,,,,,
114,0.950000,960.772461,-73.428787,5791.495605,-147.936554,1091.717773,-5265.900879,,,,-2291.855957,1172.957642,-4991.233398,,,,,,,,,,,,
115,0.958333,960.780640,-73.438042,5791.500488,-147.745880,1094.408203,-5271.826660,,,,-2283.318115,1183.042603,-4924.295898,,,,,,,,,,,,
116,0.966667,960.709412,-73.498337,5791.328613,-147.926224,1097.286377,-5277.456543,,,,-2274.084717,1192.491577,-4858.691406,,,,,,,,,,,,
117,0.975000,960.763550,-73.431053,5791.514648,-147.992477,1099.834839,-5283.383301,,,,-2263.803467,1200.883667,-4793.822266,,,,,,,,,,,,
